"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉동명태(F)","러시아","2018-12-20","23,250","적합","적합","적합"
"2","냉동꽁치","대만","2018-12-20","91,229","적합","적합","적합"
"3","냉동가자미","러시아","2018-12-20","22,500","적합","적합","적합"
"4","냉동명태","러시아","2018-12-20","24,000","적합","적합","적합"
"5","냉동명태(F)","러시아","2018-12-20","24,000","적합","적합","적합"
"6","냉동가자미(각시가자미)","러시아","2018-12-20","22,050","적합","적합","적합"
"7","냉동꽁치","대만","2018-12-20","120,784","적합","적합","적합"
"8","냉동명태","러시아","2018-12-20","541,950","적합","적합","적합"
"9","냉동문어","마다가스카르","2018-12-20","30","적합","적합","적합"
"10","냉동명태","러시아","2018-12-20","996,138","적합","적합","적합"
"11","냉동꽁치","대만","2018-12-20","89,039","적합","적합","적합"
"12","냉동꽁치","대만","2018-12-20","95,120","적합","적합","적합"
