"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","110","","468,722","","",""
"1","소스류","가나가와현","2016-04-25","241","불검출","불검출","적합"
"2","소스류","나가사키현","2016-03-18","627","불검출","불검출","적합"
"3","소스류","나가사키현","2016-04-06","373","불검출","불검출","적합"
"4","청국장","도쿄도","2016-04-05","1,865","불검출","불검출","적합"
"5","소스류","나가사키현","2016-04-08","7,524","불검출","불검출","적합"
"6","식초절임","가고시마현","2016-05-11","162","불검출","불검출","적합"
"7","혼합제제","시가현","2016-04-20","801","불검출","불검출","적합"
"8","당류가공품","오사카부","2016-04-12","108","불검출","불검출","적합"
"9","소스류","지바현","2016-02-26","200","불검출","불검출","적합"
"10","청주","돗토리현","2016-04-22","130","불검출","불검출","적합"
"11","청주","후쿠오카현","2016-04-25","86","불검출","불검출","적합"
"12","캔디류(캐러멜)","도치기현","2016-04-13","284","불검출","불검출","적합"
"13","어묵","시마네현","2016-04-06","800","불검출","불검출","적합"
