"검사결과
수입
제조일자","","","","","","",""
"순번
품목명
제조·생산지
중량
세슘
요오드
(유통기한)
판정
(kg)
(기준:100Bq/kg)
(기준:300Bq/kg)","","","","","","",""
"114","캔디류","와카야마현","2018-08-09","108","불검출","불검출","적합"
"115","과자","오사카부","2018-08-06","70","불검출","불검출","적합"
"116","과·채가공품","훗카이도","2018-07-26","20","불검출","불검출","적합"
"117","복합조미식품","와카야마현","2018-09-11","230","불검출","불검출","적합"
"118","즉석조리식품","사가현","2018-08-09","82","불검출","불검출","적합"
"119","즉석조리식품","효고현","2018-07-10","441","불검출","불검출","적합"
"120","소스","효고현","2018-06-18","419","불검출","불검출","적합"
"121","과자","고치현","2018-08-06","342","불검출","불검출","적합"
"122","기타가공품","훗카이도","2018-08-15","334","불검출","불검출","적합"
"123","복합조미식품","사이타마현","2018-08-03","168","불검출","불검출","적합"
"124","조림류","훗카이도","2018-07-11","250","불검출","불검출","적합"
"125","혼합제제","오사카부","2018-08-24","100","불검출","불검출","적합"
"126","혼합제제","시즈오카현","2018-08-16","245","불검출","불검출","적합"
"127","기타천연착향료","사이타마현","2018-08-23","50","불검출","불검출","적합"
