"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"처리
일자","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏) 건수","","중량(㎏)",""
"합계","259","2,111,739","1","1,450","202","2,067,012","4","1,701","52","41,576"
"9.27","127","643,977","1","1,450","92","632,509","3","1,341","31","8,677"
"9.28","132","1,467,762","0","0","110","1,434,503","1","360","21","32,899"
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
