"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 127건","","","","643,977","","",""
"1","커피/건조","과테말라","2018-05-22","1,450","불검출","불검출","적합"
"2","건어포","에히메현","2018-09-03","400","불검출","불검출","적합"
"3","청주","효고현","2018-08-10","1,440","불검출","불검출","적합"
"4","청주","효고현","2018-07-27","1,800","불검출","불검출","적합"
"5","청주","효고현","2018-08-01","720","불검출","불검출","적합"
"6","청주","효고현","2018-08-10","2,160","불검출","불검출","적합"
"7","청주","효고현","2018-08-02","1,220","불검출","불검출","적합"
"8","청주","효고현","2018-06-19","1,200","불검출","불검출","적합"
"9","청주","효고현","2018-08-02","336","불검출","불검출","적합"
"10","청주","효고현","2018-08-08","1,680","불검출","불검출","적합"
"11","과자","사이타마현","2018-08-25","300","불검출","불검출","적합"
"12","청주","효고현","2018-08-08","840","불검출","불검출","적합"
"13","청주","효고현","2018-08-03","710","불검출","불검출","적합"
"14","과자","니가타현","2018-08-29","720","불검출","불검출","적합"
