"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건44","-","-","146,556","-","-","-"
"1","활돔 참돔(
)","구마모토현","2015-11-03","4,968","불검출","불검출","적합"
"2","활돔 참돔(
)","구마모토현","2015-11-03","12,043","불검출","불검출","적합"
"3","냉동다랑어
(
눈다랑어 목살
,
)","태평양","2015-11-03","60","불검출","불검출","적합"
"4","활우렁쉥이","홋카이도","2015-11-03","8,988","불검출","불검출","적합"
"5","냉동다랑어
(
눈다랑어 횟감
,F,
)","태평양","2015-11-03","540","불검출","불검출","적합"
"6","활돔 강담돔
(
)","나가사키현","2015-11-03","759","불검출","불검출","적합"
"7","냉동새치
(
황새치 횟감
,F,
)","태평양","2015-11-03","372","불검출","불검출","적합"
"8","활우렁쉥이","홋카이도","2015-11-03","8,972","불검출","불검출","적합"
"9","냉장갈치","와카야마현","2015-11-03","2,846","불검출","불검출","적합"
"10","냉장가오리","야마구치현","2015-11-03","980","불검출","불검출","적합"
"11","냉장홍어","야마구치현","2015-11-03","360","불검출","불검출","적합"
"12","냉장홍어","홋카이도","2015-11-03","1,914","불검출","불검출","적합"
"13","냉장명태","홋카이도","2015-11-03","10,108","불검출","불검출","적합"
"14","냉장갈치","와카야마현","2015-11-03","1,000","불검출","불검출","적합"
"15","냉장명태","홋카이도","2015-11-03","5,000","불검출","불검출","적합"
