"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉장명태","홋카이도","2018-06-28","1,200","불검출","불검출","적합"
"2","냉장명태","홋카이도","2018-06-28","1,764","불검출","불검출","적합"
"3","활가리비","홋카이도","2018-06-28","6,524","불검출","불검출","적합"
"4","냉장쥐치","후쿠오카현","2018-06-28","1,330","불검출","불검출","적합"
"5","활가리비","홋카이도","2018-06-28","5,050","불검출","불검출","적합"
"6","냉동개아지살(가리비)","홋카이도","2018-06-28","500","불검출","불검출","적합"
"7","냉장고등어","야마구치현","2018-06-28","664","불검출","불검출","적합"
"8","냉장명태","홋카이도","2018-06-28","2,400","불검출","불검출","적합"
"9","냉장명태","홋카이도","2018-06-28","852","불검출","불검출","적합"
"10","냉장돔(황돔)","후쿠오카현","2018-06-28","132","불검출","불검출","적합"
"11","냉장명태","홋카이도","2018-06-28","2,400","불검출","불검출","적합"
"12","냉장낙지","후쿠오카현","2018-06-28","108","불검출","불검출","적합"
"13","냉장대구","홋카이도","2018-06-28","480","불검출","불검출","적합"
"14","냉장명태","홋카이도","2018-06-28","1,764","불검출","불검출","적합"
"15","냉장준치","후쿠오카현","2018-06-28","80","불검출","불검출","적합"
"16","냉장명태","홋카이도","2018-06-28","2,160","불검출","불검출","적합"
"17","냉장대구","홋카이도","2018-06-28","1,120","불검출","불검출","적합"
"18","냉장홍어","홋카이도","2018-06-28","2,122","불검출","불검출","적합"
"합계","","-","-","30,650","-","-","-"
