"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","87,901","-","-","-"
"1","마른다랑어
(가다랑어,훈제)","가고시마현","2016-11-28","10,800","불검출","불검출","적합"
"2","냉동다랑어
(눈다랑어,F,횟감)","태평양","2016-11-28","5,056","불검출","불검출","적합"
"3","냉장갈치","에히메현","2016-11-28","430","불검출","불검출","적합"
"4","냉장갈치","후쿠오카현","2016-11-28","1,095","불검출","불검출","적합"
"5","냉장명태","홋카이도","2016-11-28","2,900","불검출","불검출","적합"
"6","냉장명태","홋카이도","2016-11-28","690","불검출","불검출","적합"
"7","냉장홍어","홋카이도","2016-11-28","1,129","불검출","불검출","적합"
"8","냉장홍어","홋카이도","2016-11-28","504","불검출","불검출","적합"
"9","냉장명태","홋카이도","2016-11-28","2,500","불검출","불검출","적합"
"10","냉장명태","홋카이도","2016-11-28","2,900","불검출","불검출","적합"
"11","냉장명태","홋카이도","2016-11-28","690","불검출","불검출","적합"
"12","활꼬막","사가현","2016-11-28","1,500","불검출","불검출","적합"
"13","냉장명태","홋카이도","2016-11-28","4,222","불검출","불검출","적합"
"14","냉장갈치","오이타현","2016-11-28","1,030","불검출","불검출","적합"
"15","냉장명태","홋카이도","2016-11-28","2,300","불검출","불검출","적합"
"16","냉장갈치","후쿠오카현","2016-11-28","1,120","불검출","불검출","적합"
