"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","76,591","-","-","-"
"1","활우렁쉥이","홋카이도","2016-11-25","6,628","불검출","불검출","적합"
"2","활가리비","홋카이도","2016-11-25","1,011","불검출","불검출","적합"
"3","냉장가오리","에히메현","2016-11-25","630","불검출","불검출","적합"
"4","활우렁쉥이","홋카이도","2016-11-25","9,055","불검출","불검출","적합"
"5","냉장명태","홋카이도","2016-11-25","8,200","불검출","불검출","적합"
"6","냉장갈치","효고현","2016-11-25","2,976","불검출","불검출","적합"
"7","활우렁쉥이","홋카이도","2016-11-25","4,497","불검출","불검출","적합"
"8","활우렁쉥이","홋카이도","2016-11-25","4,375","불검출","불검출","적합"
"9","냉장명태","홋카이도","2016-11-25","8,290","불검출","불검출","적합"
"10","냉장홍어","홋카이도","2016-11-25","1,303","불검출","불검출","적합"
"11","활장어(먹장어)","후쿠오카현","2016-11-25","2,552","불검출","불검출","적합"
"12","활장어(먹장어)","시마네현","2016-11-25","2,168","불검출","불검출","적합"
"13","활가리비","홋카이도","2016-11-25","6,937","불검출","불검출","적합"
"14","활우렁쉥이","홋카이도","2016-11-25","9,498","불검출","불검출","적합"
"15","활우렁쉥이","홋카이도","2016-11-25","8,471","불검출","불검출","적합"
