"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","976,723.7","-","-","-"
"1","냉동꽁치","대만","2016-11-29","141,609","불검출","불검출","적합"
"2","냉동꽁치","대만","2016-11-29","51,456.9","불검출","불검출","적합"
"3","냉동꽁치","대만","2016-11-29","171,361.8","불검출","불검출","적합"
"4","냉동꽁치","대만","2016-11-29","281,743","불검출","불검출","적합"
"5","냉동꽁치","대만","2016-11-29","137,512","불검출","불검출","적합"
"6","냉동꽁치","대만","2016-11-29","189,151","불검출","불검출","적합"
"7","냉동대구","러시아","2016-11-29","1,978","불검출","불검출","적합"
"8","냉동다랑어
(눈다랑어,F,횟감)","피지","2016-11-29","643","불검출","불검출","적합"
"9","냉동대구","러시아","2016-11-29","1,269","불검출","불검출","적합"
