"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"17","냉장갈치","오이타현","2016-11-28","642","불검출","불검출","적합"
"18","냉장홍어","홋카이도","2016-11-28","3,736","불검출","불검출","적합"
"19","냉장명태","홋카이도","2016-11-28","4,250","불검출","불검출","적합"
"20","냉장갈치","야마구치현","2016-11-28","395","불검출","불검출","적합"
"21","냉장갈치","나가사키현","2016-11-28","225","불검출","불검출","적합"
"22","냉장명태","홋카이도","2016-11-28","3,008","불검출","불검출","적합"
"23","냉장명태","홋카이도","2016-11-28","5,580","불검출","불검출","적합"
"24","냉장갈치","오이타현","2016-11-28","1,100","불검출","불검출","적합"
"25","냉장갈치","미야자키현","2016-11-28","200","불검출","불검출","적합"
"26","냉장돔(황돔)","야마구치현","2016-11-28","130","불검출","불검출","적합"
"27","냉장돔(황돔)","나가사키현","2016-11-28","916","불검출","불검출","적합"
"28","냉장갈치","후쿠오카현","2016-11-28","558","불검출","불검출","적합"
"29","냉장가오리","에히메현","2016-11-28","340","불검출","불검출","적합"
"30","활우렁쉥이","홋카이도","2016-11-28","7,148","불검출","불검출","적합"
"31","냉장민어(수조기)","야마구치현","2016-11-28","63","불검출","불검출","적합"
"32","냉장가오리","야마구치현","2016-11-28","230","불검출","불검출","적합"
"33","활우렁쉥이","홋카이도","2016-11-28","9,065","불검출","불검출","적합"
"34","냉장명태","홋카이도","2016-11-28","1,506","불검출","불검출","적합"
