"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"17","냉장갈치","와카야마현","2016-11-29","2,008","불검출","불검출","적합"
"18","냉장홍어","야마구치현","2016-11-29","350","불검출","불검출","적합"
"19","냉장명태","홋카이도","2016-11-29","3,900","불검출","불검출","적합"
"20","냉장갈치","오이타현","2016-11-29","175","불검출","불검출","적합"
"21","냉장홍어","홋카이도","2016-11-29","1,170","불검출","불검출","적합"
"22","냉장명태","홋카이도","2016-11-29","3,000","불검출","불검출","적합"
"23","냉장갈치","오이타현","2016-11-29","2,240","불검출","불검출","적합"
"24","냉장갈치","미야자키현","2016-11-29","1,105","불검출","불검출","적합"
"25","냉장돔(황돔)","나가사키현","2016-11-29","544","불검출","불검출","적합"
"26","냉장갈치","후쿠오카현","2016-11-29","550","불검출","불검출","적합"
"27","활우렁쉥이","홋카이도","2016-11-29","9,714","불검출","불검출","적합"
"28","냉장명태","홋카이도","2016-11-29","9,120","불검출","불검출","적합"
"29","활우렁쉥이","홋카이도","2016-11-29","9,067","불검출","불검출","적합"
"30","활우렁쉥이","홋카이도","2016-11-29","7,438","불검출","불검출","적합"
"31","활우렁쉥이","홋카이도","2016-11-29","9,052","불검출","불검출","적합"
"32","냉장명태","홋카이도","2016-11-29","530","불검출","불검출","적합"
"33","냉장명태","홋카이도","2016-11-29","3,000","불검출","불검출","적합"
"34","냉장명태","홋카이도","2016-11-29","2,900","불검출","불검출","적합"
