"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"51","청주","후쿠오카현","2014-12-17","172.8","불검출","불검출","적합"
"52","당류가공품","교토부","2014-10-01","48","불검출","불검출","적합"
"53","떡류","니가타현","2014-09-13","5,000","불검출","불검출","적합"
"54","청주","효고현","2014-12-08","82.3","불검출","불검출","적합"
"55","청주","효고현","2014-12-20","5,616","불검출","불검출","적합"
"56","청주","효고현","2014-08-22","7,776","불검출","불검출","적합"
"57","청주","교토부","2014-12-16","5,443.2","불검출","불검출","적합"
"58","청주","교토부","2014-12-11","691.2","불검출","불검출","적합"
"59","드레싱","사가현","2014-12-02","3,240","불검출","불검출","적합"
"60","과자(스낵과자)","사이타마현","2014-11-15","224","불검출","불검출","적합"
"61","과자(스낵과자)","니가타현","2014-12-18","459","불검출","불검출","적합"
"62","청주","도치기현","2014-12-10","972","불검출","불검출","적합"
"63","청주","니가타현","2014-12-05","3,456","불검출","불검출","적합"
"64","청주","니가타현","2014-12-03","972","불검출","불검출","적합"
"65","청주","니가타현","2014-12-04","86.4","불검출","불검출","적합"
"66","국","오사카부","2014-12-03","50.4","불검출","불검출","적합"
"67","즉석조리식품","가나가와현","2014-10-30","2,921.63","불검출","불검출","적합"
"68","즉석조리식품","가나가와현","2014-11-04","11,621.9","불검출","불검출","적합"
"69","즉석조리식품","가나가와현","2014-11-01","11,382.93","불검출","불검출","적합"
"70","카레","니가타현","2014-10-10","576","불검출","불검출","적합"
"71","즉석조리식품","가나가와현","2014-10-28","12,237.55","불검출","불검출","적합"
"72","카레","니가타현","2014-11-12","720","불검출","불검출","적합"
"73","즉석조리식품","가나가와현","2014-10-27","10,479.48","불검출","불검출","적합"
"74","카레","니가타현","2014-11-12","1,296","불검출","불검출","적합"
"75","카레","니가타현","2014-11-11","864","불검출","불검출","적합"
"76","젖산","이바라키현","2014-12-02","14,400","불검출","불검출","적합"
"77","맥주","후쿠오카현","2014-11-21","29,250","불검출","불검출","적합"
"78","글리세린","효고현","2014-10-14","1,500","불검출","불검출","적합"
"79","소스류","시가현","2014-12-12","20,000","불검출","불검출","적합"
"80","혼합제제","이바라키현","2014-11-27","90","불검출","불검출","적합"
"81","맥주","후쿠오카현","2014-11-27","87,300","불검출","불검출","적합"
"82","볶은커피","아이치현","2014-11-27","92","불검출","불검출","적합"
"83","볶은커피","지바현","2014-12-04","304","불검출","불검출","적합"
"84","볶은커피","지바현","2014-11-27","88","불검출","불검출","적합"
"85","볶은커피","지바현","2014-11-20","104","불검출","불검출","적합"
"86","볶은커피","지바현","2014-12-05","200","불검출","불검출","적합"
"87","볶은커피","지바현","2014-11-19","104","불검출","불검출","적합"
"88","볶은커피","지바현","2014-12-02","152","불검출","불검출","적합"
"89","혼합제제","와카야마현","2014-07-29","500","불검출","불검출","적합"
"90","캔디류(사탕)","교토부","2014-11-06","86.4","불검출","불검출","적합"
"91","캔디류(사탕)","아이치현","2014-12-19","1,080","불검출","불검출","적합"
"92","캔디류(사탕)","아이치현","2014-12-20","1,920","불검출","불검출","적합"
"93","혼합제제","사이타마현","2014-12-08","510","불검출","불검출","적합"
"94","소스류","사이타마현","2014-12-05","300","불검출","불검출","적합"
"95","혼합제제","사이타마현","2014-12-04","540","불검출","불검출","적합"
"96","올레오레진캡시컴","사이타마현","2014-12-04","90","불검출","불검출","적합"
"97","혼합제제","사이타마현","2014-12-09","120","불검출","불검출","적합"
"98","결정과당","아이치현","2014-11-17","16,000","불검출","불검출","적합"
