"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"51","떡류","군마현","2014-07-10","109.2","불검출","불검출","적합"
"52","곡류가공품","오사카부","2014-11-25","700","불검출","불검출","적합"
"53","카레","나가노현","2014-11-20","4,455","불검출","불검출","적합"
"54","카레","나가노현","2014-11-19","4,455","불검출","불검출","적합"
"55","과자(스낵과자)","효고현","2014-12-05","336","불검출","불검출","적합"
"56","전분가공품","오사카부","2014-11-21","200","불검출","불검출","적합"
"57","청주","교토부","2014-12-01","720","불검출","불검출","적합"
"58","떡류","군마현","2014-07-07","109.2","불검출","불검출","적합"
"59","떡류","군마현","2014-07-21","174.72","불검출","불검출","적합"
"60","과자(스낵과자)","히로시마현","2014-12-05","256","불검출","불검출","적합"
"61","청주","교토부","2014-11-01","1,080","불검출","불검출","적합"
"62","튀김식품","오이타현","2014-11-26","500","불검출","불검출","적합"
"63","캔디류(양갱)","아이치현","2014-11-12","101","불검출","불검출","적합"
"64","황산알루미늄칼륨","나가노현","2014-11-19","5,000","불검출","불검출","적합"
"65","과자(스낵과자)","히로시마현","2014-12-08","96","불검출","불검출","적합"
"66","과자(크래커)","오사카부","2014-12-05","80","불검출","불검출","적합"
"67","과자(크래커)","오사카부","2014-12-05","98","불검출","불검출","적합"
"68","소스류","나가사키현","2014-12-06","1,177","불검출","불검출","적합"
"69","과자(스낵과자)","사이타마현","2014-07-14","1,256","불검출","불검출","적합"
"70","금박","이시카와현","2014-12-16","0.18","불검출","불검출","적합"
"71","소스류","나가사키현","2014-11-25","259.2","불검출","불검출","적합"
"72","소스류","나가사키현","2014-12-06","2,891.98","불검출","불검출","적합"
"73","소스류","나가사키현","2014-12-06","1,279.08","불검출","불검출","적합"
"74","칼슘","이와테현","2014-12-12","9","불검출","불검출","적합"
"75","효모추출물제품","오이타현","2014-10-27","1,990","불검출","불검출","적합"
"76","청주","도치기현","2014-12-02","6,480","불검출","불검출","적합"
"77","청주","니가타현","2014-12-05","864","불검출","불검출","적합"
"78","청주","니가타현","2014-12-03","864","불검출","불검출","적합"
"79","청주","니가타현","2014-11-22","14.4","불검출","불검출","적합"
"80","정제,가공을거쳐야
하는식품원료","이바라키현","2014-10-01","21","불검출","불검출","적합"
"81","혼합제제","사이타마현","2014-12-11","45","불검출","불검출","적합"
"82","화이트초콜릿","훗카이도","2014-12-18","397.5","불검출","불검출","적합"
"83","초콜릿","훗카이도","2014-12-18","70.2","불검출","불검출","적합"
"84","당류가공품","교토부","2014-10-01","54.59","불검출","불검출","적합"
"85","당류가공품","교토부","2014-10-01","54.6","불검출","불검출","적합"
"86","과자(스낵과자)","시가현","2014-12-11","243.6","불검출","불검출","적합"
"87","혼합제제","시즈오카현","2014-12-08","100","불검출","불검출","적합"
"88","장류절임","훗카이도","2013-10-30","480","불검출","불검출","적합"
"89","덱스트린","효고현","2014-12-01","500","불검출","불검출","적합"
"90","혼합제제","시즈오카현","2014-12-02","5,950","불검출","불검출","적합"
"91","난소화성말토덱스
트린(원료성)","효고현","2014-12-09","5,000","불검출","불검출","적합"
"92","혼합제제","시가현","2014-12-16","300","불검출","불검출","적합"
"93","혼합제제","나가노현","2014-12-02","1,600","불검출","불검출","적합"
