"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"14","복합조미식품","오이타현","2014-10-23","80","불검출","불검출","적합"
"15","당류가공품","오카야마현","2014-09-29","16,000","불검출","불검출","적합"
"16","소스류","히로시마현","2014-10-15","568.8","불검출","불검출","적합"
"17","조미건어포류","야마나시현","2014-11-26","10.8","불검출","불검출","적합"
"18","수산물가공품","아오모리현","2014-11-19","6.7","불검출","불검출","적합"
"19","기타가공품","훗카이도","2014-11-20","4.9","불검출","불검출","적합"
"20","조미건어포류","후쿠오카현","2014-10-28","8.4","불검출","불검출","적합"
"21","조미건어포류","훗카이도","2014-11-19","10.1","불검출","불검출","적합"
"22","조미건어포류","야마나시현","2014-11-25","13.4","불검출","불검출","적합"
"23","조미건어포류","아오모리현","2014-11-19","8.4","불검출","불검출","적합"
"24","어묵","시마네현","2014-11-26","860.2","불검출","불검출","적합"
"25","어묵","시마네현","2014-11-27","1,260","불검출","불검출","적합"
"26","어묵","시마네현","2014-12-01","1,164","불검출","불검출","적합"
"27","어묵","시마네현","2014-11-27","705.6","불검출","불검출","적합"
"28","소스류","교토부","2014-12-03","3,285","불검출","불검출","적합"
"29","소스류","교토부","2014-12-03","1,100","불검출","불검출","적합"
"30","소스류","교토부","2014-11-22","2,720","불검출","불검출","적합"
"31","소스류","교토부","2014-11-26","1,300","불검출","불검출","적합"
"32","소스류","교토부","2014-12-13","2,470","불검출","불검출","적합"
"33","소스류","교토부","2014-12-06","2,358","불검출","불검출","적합"
"34","소스류","교토부","2014-12-03","1,700","불검출","불검출","적합"
"35","소스류","교토부","2014-12-06","2,358","불검출","불검출","적합"
"36","복합조미식품","교토부","2014-12-05","440","불검출","불검출","적합"
"37","떡류","군마현","2014-08-25","174.72","불검출","불검출","적합"
"38","떡류","군마현","2014-07-31","109.2","불검출","불검출","적합"
"39","과자(스낵과자)","아이치현","2014-12-18","1,260","불검출","불검출","적합"
"40","혼합제제","효고현","2014-12-02","180","불검출","불검출","적합"
"41","캔디류(사탕)","나가노현","2014-10-13","264","불검출","불검출","적합"
"42","혼합제제","가나가와현","2014-11-27","120","불검출","불검출","적합"
"43","떡류","군마현","2014-07-11","87.36","불검출","불검출","적합"
"44","떡류","군마현","2014-07-16","218.4","불검출","불검출","적합"
"45","과자(비스킷)","아이치현","2014-12-02","127","불검출","불검출","적합"
"46","떡류","군마현","2014-07-29","109.2","불검출","불검출","적합"
"47","떡류","군마현","2014-08-26","262.08","불검출","불검출","적합"
"48","떡류","군마현","2014-07-23","109.2","불검출","불검출","적합"
"49","떡류","군마현","2014-07-14","109.2","불검출","불검출","적합"
"50","소스류","나가사키현","2014-11-08","3,690","불검출","불검출","적합"
