"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수","","","","","","","","중량(㎏)",""
"합계","309","411,778","0","0","247","365,872","3","5,138","59","40,767"
"1.5","148","230,424","0","0","105","206,431","1","129","42","23,863"
"1.6","105","105,013","0","0","90","84,494","2","5,009","13","15,510"
"1.7","56","76,341","0","0","52","74,947","0","0","4","1,394"
"1.8","","","","","","","","","",""
"1.9","","","","","","","","","",""
