"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"13","청주","군마현","2014-12-08","21.6","불검출","불검출","적합"
"14","청주","효고현","2014-11-27","4,860","불검출","불검출","적합"
"15","청주","효고현","2014-11-15","86.4","불검출","불검출","적합"
"16","청주","효고현","2014-11-15","518.4","불검출","불검출","적합"
"17","맥주","후쿠오카현","2014-12-04","44,450","불검출","불검출","적합"
"18","맥주","후쿠오카현","2014-11-25","20,200","불검출","불검출","적합"
"19","맥주","후쿠오카현","2014-10-27","24,239.9","불검출","불검출","적합"
"20","맥주","후쿠오카현","2014-11-13","10,100","불검출","불검출","적합"
"21","맥주","후쿠오카현","2014-11-20","84,000","불검출","불검출","적합"
"22","맥주","후쿠오카현","2014-11-25","157,140","불검출","불검출","적합"
"23","소스류","나가사키현","2014-12-19","2,354","불검출","불검출","적합"
"24","소스류","나가사키현","2014-12-19","7,837.5","불검출","불검출","적합"
"25","소스류","나가사키현","2014-12-20","1,565.74","불검출","불검출","적합"
"26","소스류","나가사키현","2014-12-20","4,459","불검출","불검출","적합"
"27","소스류","나가사키현","2014-12-18","4,305","불검출","불검출","적합"
"28","소스류","나가사키현","2014-12-18","3,229.2","불검출","불검출","적합"
"29","캔디류(사탕)","아이치현","2014-12-19","2,808","불검출","불검출","적합"
"30","냉면","아이치현","2014-11-11","468","불검출","불검출","적합"
"31","국수","아이치현","2014-11-13","858","불검출","불검출","적합"
"32","캔디류(사탕)","아이치현","2014-12-08","90","불검출","불검출","적합"
"33","캔디류(사탕)","아이치현","2014-12-10","432","불검출","불검출","적합"
"34","액상차","와카야마현","2014-11-19","5,400","불검출","불검출","적합"
"35","액상차","효고현","2014-11-25","5,670","불검출","불검출","적합"
"36","어묵","시마네현","2014-12-08","2,000","불검출","불검출","적합"
"37","소스류","나가사키현","2014-11-19","492","불검출","불검출","적합"
"38","어묵","시마네현","2014-11-30","1,992.8","불검출","불검출","적합"
"39","어묵","시마네현","2014-12-08","1,750","불검출","불검출","적합"
"40","캔디류(사탕)","아이치현","2014-12-10","230.4","불검출","불검출","적합"
"41","캔디류(사탕)","아이치현","2014-12-10","216","불검출","불검출","적합"
"42","캔디류(사탕)","아이치현","2014-12-10","120","불검출","불검출","적합"
"43","어묵","시마네현","2014-12-12","1,344","불검출","불검출","적합"
"44","어묵","시마네현","2014-12-14","1,971.6","불검출","불검출","적합"
"45","어묵","시마네현","2014-12-10","840","불검출","불검출","적합"
"46","어묵","시마네현","2014-11-02","300","불검출","불검출","적합"
"47","즉석조리식품","가가와현","2014-12-23","4,992","불검출","불검출","적합"
"48","어묵","시마네현","2014-12-15","150","불검출","불검출","적합"
"49","덱스트린","나라현","2014-08-28","24,000","불검출","불검출","적합"
"50","기타가공품","시마네현","2014-11-11","200","불검출","불검출","적합"
"51","덱스트린","효고현","2014-09-11","25,600","불검출","불검출","적합"
"52","덱스트린","효고현","2014-09-20","25,600","불검출","불검출","적합"
"53","혼합제제","와카야마현","2014-12-02","30","불검출","불검출","적합"
"54","혼합제제","와카야마현","2014-12-02","90","불검출","불검출","적합"
