"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏)","","","","","","","","",""
"합계","78","222,975","0","0","55","209,563","2","978","21","12,434"
"6.30","78","222,975","0","0","55","209,563","2","978","21","12,434"
"7.1","","","","","","","","","",""
"7.2","","","","","","","","","",""
"7.3","","","","","","","","","",""
"7.4","","","","","","","","","",""
