"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","16건","-","-","85,840","-","-","-"
"1","활돔(청황돔)","에히메현","2014-6-27","1,507","불검출","불검출","적합"
"2","활장어(먹장어)","나가사키현","2014-6-27","1,189","불검출","불검출","적합"
"3","냉장돔(황돔)","후쿠오카현","2014-6-27","315","불검출","불검출","적합"
"4","냉장돔(황돔)","나가사키현","2014-6-27","140","불검출","불검출","적합"
"5","활가리비","홋카이도","2014-6-27","13,315","불검출","불검출","적합"
"6","활가리비","홋카이도","2014-6-27","13,635","불검출","불검출","적합"
"7","냉동기름치","태평양","2014-6-27","4,544","불검출","불검출","적합"
"8","냉동기름치","태평양","2014-6-27","11,153","불검출","불검출","적합"
"9","냉동기름치","태평양","2014-6-27","2,897","불검출","불검출","적합"
"10","냉동기름치","태평양","2014-6-27","7,278","불검출","불검출","적합"
"11","냉동기름치","태평양","2014-6-27","6,681","불검출","불검출","적합"
"12","냉동기름치","태평양","2014-6-27","11,225","불검출","불검출","적합"
"13","활장어(먹장어)","나가사키현","2014-6-27","2,144","불검출","불검출","적합"
"14","활우렁쉥이","홋카이도","2014-6-27","8,065","불검출","불검출","적합"
"15","냉동다랑어(참다랑어,F,횟감)","나가사키현","2014-6-27","3","불검출","불검출","적합"
"16","활장어(먹장어)","시마네현","2014-6-27","1,749","불검출","불검출","적합"
