"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏)","","","","","","","","",""
"합계","","469  1,626,046","3","5,712","","332  1,499,615","7","1,799","","127  118,920"
"6.23","109","429,987","0","0","65","391,028","2","543","42","38,416"
"6.24","101","141,846","0","0","72","107,009","3","1,185","26","33,653"
"6.25","39","110,130","0","0","27","108,981","1","30","11","1,119"
"6.26","97","204,732","3","5,712","75","173,579","0","0","19","25,441"
"6.27","123","739,351","0","0","93","719,018","1","41","29","20,291"
