"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","45건","-","-","137,859","-","-","-"
"1","활돔(참돔)","에히메현","2014-7-1","4,929","불검출","불검출","적합"
"2","활돔(참돔)","에히메현","2014-7-1","3,034","불검출","불검출","적합"
"3","마른멸치","나가사키현","2014-7-1","4,479","불검출","불검출","적합"
"4","활돔(참돔)","에히메현","2014-7-1","9,108","불검출","불검출","적합"
"5","활돔(참돔)","에히메현","2014-7-1","2,968","불검출","불검출","적합"
"6","활돔(참돔)","에히메현","2014-7-1","8,640","불검출","불검출","적합"
"7","활가리비","홋카이도","2014-7-1","6,500","불검출","불검출","적합"
"8","냉장돔(황돔)","후쿠오카현","2014-7-1","298","불검출","불검출","적합"
"9","냉장돔(황돔)","나가사키현","2014-7-1","100","불검출","불검출","적합"
"10","냉장돔(황돔)","후쿠오카현","2014-7-1","183","불검출","불검출","적합"
"11","냉동다랑어(눈다랑어,F,횟감)","태평양","2014-7-1","225","불검출","불검출","적합"
"12","냉장전갱이(자숙)","나가사키현","2014-7-1","7","불검출","불검출","적합"
"13","냉동장어(붕장어,F)","나가사키현","2014-7-1","4","불검출","불검출","적합"
"14","냉동오징어(화살오징어) 나가사키현","","2014-7-1","6","불검출","불검출","적합"
"15","마른해삼(자숙)","이시카와현","2014-7-1","100","불검출","불검출","적합"
"16","냉동오징어","나가사키현","2014-7-1","8","불검출","불검출","적합"
"17","냉장고등어(자숙,F)","나가사키현","2014-7-1","7","불검출","불검출","적합"
"18","냉장가리비(자숙)","나가사키현","2014-7-1","7","불검출","불검출","적합"
"19","냉장가리비살(자숙)","나가사키현","2014-7-1","7","불검출","불검출","적합"
"20","냉장갑오징어","야마구치현","2014-7-1","360","불검출","불검출","적합"
"21","냉장갈치","야마구치현","2014-7-1","420","불검출","불검출","적합"
"22","냉동다랑어(참다랑어,F,횟감)","나가사키현","2014-7-1","20","불검출","불검출","적합"
