"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","110,674","-","-","-"
"1","활방어","에히메현","2017-02-14","1,423","불검출","불검출","적합"
"2","활방어","에히메현","2017-02-14","11,651","불검출","불검출","적합"
"3","냉장갈치","오이타현","2017-02-14","360","불검출","불검출","적합"
"4","냉장갈치","에히메현","2017-02-14","400","불검출","불검출","적합"
"5","냉장갈치","효고현","2017-02-14","400","불검출","불검출","적합"
"6","냉장가오리","에히메현","2017-02-14","380","불검출","불검출","적합"
"7","활우렁쉥이","홋카이도","2017-02-14","8,375","불검출","불검출","적합"
"8","활꼬막","후쿠오카현","2017-02-14","480","불검출","불검출","적합"
"9","활꼬막(새꼬막)","후쿠오카현","2017-02-14","500","불검출","불검출","적합"
"10","냉장갈치","미야자키현","2017-02-14","381","불검출","불검출","적합"
"11","냉장갈치","도쿠시마현","2017-02-14","520","불검출","불검출","적합"
"12","냉장갈치","후쿠오카현","2017-02-14","2,210","불검출","불검출","적합"
"13","냉장갈치","에히메현","2017-02-14","1,216","불검출","불검출","적합"
"14","활꼬막(새꼬막)","후쿠오카현","2017-02-14","4,240","불검출","불검출","적합"
"15","활꼬막(새꼬막)","후쿠오카현","2017-02-14","2,980","불검출","불검출","적합"
