"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","125,684","-","-","-"
"1","활돔(참돔)","에히메현","2017-02-10","4,672","불검출","불검출","적합"
"2","활돔(참돔)","에히메현","2017-02-10","7,844","불검출","불검출","적합"
"3","활우렁쉥이","홋카이도","2017-02-10","8,000","불검출","불검출","적합"
"4","활가리비","홋카이도","2017-02-10","7,535","불검출","불검출","적합"
"5","활가리비","홋카이도","2017-02-10","2,212","불검출","불검출","적합"
"6","활가리비","홋카이도","2017-02-10","2,200","불검출","불검출","적합"
"7","활우렁쉥이","홋카이도","2017-02-10","3,518","불검출","불검출","적합"
"8","활꼬막","후쿠오카현","2017-02-10","60","불검출","불검출","적합"
"9","활꼬막(새꼬막)","후쿠오카현","2017-02-10","3,860","불검출","불검출","적합"
"10","냉장홍어","홋카이도","2017-02-10","1,740","불검출","불검출","적합"
"11","냉장민어(수조기)","후쿠오카현","2017-02-10","80","불검출","불검출","적합"
"12","냉장갈치","후쿠오카현","2017-02-10","900","불검출","불검출","적합"
"13","냉장명태","홋카이도","2017-02-10","3,000","불검출","불검출","적합"
"14","냉장명태","홋카이도","2017-02-10","221","불검출","불검출","적합"
"15","냉장대구","홋카이도","2017-02-10","378","불검출","불검출","적합"
