"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"16","냉장명태","홋카이도","2017-02-10","3,040","불검출","불검출","적합"
"17","냉장명태","홋카이도","2017-02-10","221","불검출","불검출","적합"
"18","냉장대구","홋카이도","2017-02-10","376","불검출","불검출","적합"
"19","냉장갈치","후쿠오카현","2017-02-10","804","불검출","불검출","적합"
"20","냉장명태","홋카이도","2017-02-10","3,170","불검출","불검출","적합"
"21","냉장명태","홋카이도","2017-02-10","3,612","불검출","불검출","적합"
"22","냉장명태","홋카이도","2017-02-10","1,500","불검출","불검출","적합"
"23","냉장명태","홋카이도","2017-02-10","3,170","불검출","불검출","적합"
"24","냉장명태","홋카이도","2017-02-10","6,684","불검출","불검출","적합"
"25","냉장명태","홋카이도","2017-02-10","2,000","불검출","불검출","적합"
"26","냉장명태","홋카이도","2017-02-10","1,803","불검출","불검출","적합"
"27","냉장갈치","효고현","2017-02-10","1,120","불검출","불검출","적합"
"28","냉장갈치","에히메현","2017-02-10","744","불검출","불검출","적합"
"29","냉장가오리","에히메현","2017-02-10","300","불검출","불검출","적합"
"30","냉장준치","구마모토현","2017-02-10","1,869","불검출","불검출","적합"
"31","냉장명태","홋카이도","2017-02-10","6,000","불검출","불검출","적합"
"32","냉장갈치","나가사키현","2017-02-10","785","불검출","불검출","적합"
"33","냉장갈치","후쿠오카현","2017-02-10","390","불검출","불검출","적합"
"34","냉장명태","홋카이도","2017-02-10","1,012","불검출","불검출","적합"
