"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","89,079","-","-","-"
"1","활가리비","홋카이도","2017-02-13","7,000","불검출","불검출","적합"
"2","활가리비","홋카이도","2017-02-13","7,000","불검출","불검출","적합"
"3","활우렁쉥이","홋카이도","2017-02-13","8,000","불검출","불검출","적합"
"4","활가리비","홋카이도","2017-02-13","7,057","불검출","불검출","적합"
"5","냉장명태","홋카이도","2017-02-13","1,980","불검출","불검출","적합"
"6","냉장갈치","효고현","2017-02-13","325","불검출","불검출","적합"
"7","냉장갈치","와카야마현","2017-02-13","304","불검출","불검출","적합"
"8","냉장돔(황돔)","야마구치현","2017-02-13","100","불검출","불검출","적합"
"9","냉장가오리","야마구치현","2017-02-13","100","불검출","불검출","적합"
"10","냉장홍어","야마구치현","2017-02-13","140","불검출","불검출","적합"
"11","냉장갈치","후쿠오카현","2017-02-13","875","불검출","불검출","적합"
"12","냉장갈치","오이타현","2017-02-13","680","불검출","불검출","적합"
"13","냉장명태","홋카이도","2017-02-13","2,784","불검출","불검출","적합"
"14","냉장명태","홋카이도","2017-02-13","1,330","불검출","불검출","적합"
"15","냉장명태","홋카이도","2017-02-13","1,164","불검출","불검출","적합"
