"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"16","냉장갈치","후쿠오카현","2017-02-15","480","불검출","불검출","적합"
"17","냉장명태","홋카이도","2017-02-15","1,812","불검출","불검출","적합"
"18","냉장명태","홋카이도","2017-02-15","2,616","불검출","불검출","적합"
"19","냉장명태","홋카이도","2017-02-15","1,800","불검출","불검출","적합"
"20","냉장홍어","홋카이도","2017-02-15","3,498","불검출","불검출","적합"
"21","냉장갈치","후쿠오카현","2017-02-15","1,544","불검출","불검출","적합"
"22","냉장갈치","후쿠오카현","2017-02-15","1,313","불검출","불검출","적합"
"23","활가리비","홋카이도","2017-02-15","7,026","불검출","불검출","적합"
"24","활가리비","홋카이도","2017-02-15","6,981","불검출","불검출","적합"
"25","활게(참게)","후쿠오카현","2017-02-15","400","불검출","불검출","적합"
"26","활가리비","홋카이도","2017-02-15","6,977","불검출","불검출","적합"
"27","활우렁쉥이","홋카이도","2017-02-15","9,596","불검출","불검출","적합"
