"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","89,538","-","-","-"
"1","활가리비","홋카이도","2017-02-15","7,000","불검출","불검출","적합"
"2","활우렁쉥이","홋카이도","2017-02-15","8,000","불검출","불검출","적합"
"3","활우렁쉥이","홋카이도","2017-02-15","8,000","불검출","불검출","적합"
"4","냉동다랑어(남방참
다랑어,F,횟감)","대서양","2017-02-15","115","불검출","불검출","적합"
"5","활해삼","효고현","2017-02-15","544","불검출","불검출","적합"
"6","냉장갈치","효고현","2017-02-15","985","불검출","불검출","적합"
"7","냉장명태","홋카이도","2017-02-15","2,220","불검출","불검출","적합"
"8","냉장명태","홋카이도","2017-02-15","2,484","불검출","불검출","적합"
"9","냉장갈치","후쿠오카현","2017-02-15","472","불검출","불검출","적합"
"10","냉장돔(황돔)","야마구치현","2017-02-15","155","불검출","불검출","적합"
"11","냉장홍어","홋카이도","2017-02-15","2,581","불검출","불검출","적합"
"12","냉장명태","홋카이도","2017-02-15","2,532","불검출","불검출","적합"
"13","냉장대구","홋카이도","2017-02-15","4,407","불검출","불검출","적합"
"14","활꼬막(새꼬막)","사가현","2017-02-15","2,400","불검출","불검출","적합"
"15","냉장명태","홋카이도","2017-02-15","3,600","불검출","불검출","적합"
