"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"69","맥주","후쿠오카현","2014-04-01","19,500","불검출","불검출","적합"
"70","맥주","후쿠오카현","2014-03-21","32,433.6","불검출","불검출","적합"
"71","채종유(유채유또는카놀라유)","후쿠오카현","2014-04-21","33,178","불검출","불검출","적합"
"72","소스류","효고현","2014-03-11","134.4","불검출","불검출","적합"
"73","소스류","효고현","2014-03-25","829.5","불검출","불검출","적합"
"74","소스류","효고현","2014-04-16","300","불검출","불검출","적합"
"75","소스류","효고현","2014-04-16","420","불검출","불검출","적합"
"76","양조간장","오사카부","2014-04-15","252","불검출","불검출","적합"
"77","소스류","야마구치현","2014-03-13","666","불검출","불검출","적합"
"78","청주","오이타현","2014-04-22","432","불검출","불검출","적합"
"79","과자(스낵과자)","사이타마현","2014-04-03","283.2","불검출","불검출","적합"
"80","캔디류(사탕)","미에현","2014-04-04","496","불검출","불검출","적합"
"81","캔디류(사탕)","미에현","2014-04-01","192","불검출","불검출","적합"
"82","청주","니가타현","2014-04-08","587.52","불검출","불검출","적합"
"83","소스류","후쿠오카현","2014-04-22","570","불검출","불검출","적합"
"84","가공유지","오사카부","2014-02-10","12,000","불검출","불검출","적합"
"85","팜핵유","오사카부","2014-03-19","8,000","불검출","불검출","적합"
"86","식용유지가공품","오사카부","2014-03-05","1,008","불검출","불검출","적합"
"87","혼합제제","오카야마현","2014-04-17","60","불검출","불검출","적합"
"88","혼합제제","오카야마현","2014-02-14","60","불검출","불검출","적합"
"89","혼합제제","오카야마현","2014-04-17","75","불검출","불검출","적합"
