"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"19","청주","니가타현","2014-03-31","172.8","불검출","불검출","적합"
"20","청주","아키타현","2014-04-01","432","불검출","불검출","적합"
"21","카레","나가노현","2014-04-09","4,455","불검출","불검출","적합"
"22","카레","나가노현","2014-04-03","4,455","불검출","불검출","적합"
"23","빵류(카스텔라)","도쿄도","2014-03-15","57.6","불검출","불검출","적합"
"24","빵류(카스텔라)","사이타마현","2014-03-15","76.8","불검출","불검출","적합"
"25","빵류(카스텔라)","사이타마현","2014-03-15","52.8","불검출","불검출","적합"
"26","빵류(카스텔라)","도쿄도","2014-03-15","57.6","불검출","불검출","적합"
"27","청주","사가현","2014-03-01","43.2","불검출","불검출","적합"
"28","청주","사가현","2014-03-01","140.4","불검출","불검출","적합"
"29","청주","사가현","2014-03-01","43.2","불검출","불검출","적합"
"30","청주","나가사키현","2014-04-01","43.2","불검출","불검출","적합"
"31","청주","니가타현","2014-04-10","4,428","불검출","불검출","적합"
"32","청주","니가타현","2014-04-14","531.36","불검출","불검출","적합"
"33","기타가공품","효고현","2014-04-22","600","불검출","불검출","적합"
"34","청주","효고현","2014-04-15","1,296","불검출","불검출","적합"
"35","향미유","사이타마현","2014-04-21","2,879","불검출","불검출","적합"
"36","캔디류(사탕)","효고현","2014-04-07","312","불검출","불검출","적합"
"37","소주","가고시마현","2014-01-20","432","불검출","불검출","적합"
"38","과자(크래커)","이바라키현","2014-03-29","763.2","불검출","불검출","적합"
"39","과자(비스킷)","이바라키현","2014-03-29","583.2","불검출","불검출","적합"
"40","과자(비스킷)","이바라키현","2014-03-28","301.6","불검출","불검출","적합"
"41","혼합제제","효고현","2014-04-23","17","불검출","불검출","적합"
"42","혼합제제","효고현","2014-04-28","34","불검출","불검출","적합"
"43","과자(비스킷)","이바라키현","2014-04-01","127.5","불검출","불검출","적합"
"44","과자(크래커)","이바라키현","2014-03-20","792","불검출","불검출","적합"
"45","혼합장","야마나시현","2014-04-25","4,000","불검출","불검출","적합"
"46","소스류","사이타마현","2014-04-15","600","불검출","불검출","적합"
"47","복합조미식품","군마현","2014-04-18","7,740","불검출","불검출","적합"
"48","밀크초콜릿","가나가와현","2014-04-17","172.8","불검출","불검출","적합"
"49","청주","니가타현","2014-04-01","388.8","불검출","불검출","적합"
"50","청주","니가타현","2014-04-01","259.2","불검출","불검출","적합"
"51","청주","나가사키현","2014-04-01","129.6","불검출","불검출","적합"
"52","청주","나가사키현","2014-04-01","18","불검출","불검출","적합"
"53","청주","나가사키현","2014-02-01","43.2","불검출","불검출","적합"
"54","국수","지바현","2014-03-22","285","불검출","불검출","적합"
"55","무기질","기후현","2014-04-15","451.5","불검출","불검출","적합"
"56","합성착향료","가나가와현","2014-04-22","5","불검출","불검출","적합"
"57","청주","나가사키현","2014-04-01","43.2","불검출","불검출","적합"
"58","혼합제제","와카야마현","2014-04-16","30","불검출","불검출","적합"
"59","복합조미식품","훗카이도","2014-05-01","40","불검출","불검출","적합"
"60","갈락토올리고당","아이치현","2014-04-07","2,000","불검출","불검출","적합"
"61","혼합제제","와카야마현","2014-04-07","30","불검출","불검출","적합"
"62","혼합제제","와카야마현","2014-04-04","15","불검출","불검출","적합"
"63","혼합제제","와카야마현","2014-04-08","300","불검출","불검출","적합"
"64","혼합제제","와카야마현","2014-04-09","60","불검출","불검출","적합"
"65","혼합제제","와카야마현","2014-04-07","15","불검출","불검출","적합"
"66","혼합제제","시가현","2014-04-14","450","불검출","불검출","적합"
"67","혼합제제","오사카부","2014-04-30","300","불검출","불검출","적합"
"68","향신료조제품(고추냉이가공품)","도쿄도","2014-04-22","1,260","불검출","불검출","적합"
