"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏)","","","","","","","","",""
"합계","","236  559,710","2","15,000","","189  494,011","2","1,150","43","49,549"
"5.12","90","165,004","0","0","75","139,048","0","0","15","25,956"
"5.13","57","171,162","2","15,000","39","146,351","2","1,150","14","8,661"
"5.14","89","223,544","0","0","75","208,612","0","0","14","14,932"
"5.15","","","","","","","","","",""
"5.16","","","","","","","","","",""
