"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"69","이노시톨","와카야마현","2014-04-08","200","불검출","불검출","적합"
"70","복합조미식품","훗카이도","2014-05-01","42","불검출","불검출","적합"
"71","수산물가공품","후쿠시마현","2014-04-17","180","불검출","불검출","적합"
"72","혼합제제","오사카부","2014-04-18","400","불검출","불검출","적합"
"73","청주","나가사키현","2014-04-01","86.4","불검출","불검출","적합"
"74","혼합제제","오사카부","2014-04-11","500","불검출","불검출","적합"
"75","소스류","아이치현","2014-04-30","710","불검출","불검출","적합"
"76","가공두부","나가노현","2014-03-15","2,811.9","불검출","불검출","적합"
"77","가공두부","나가노현","2014-03-24","11,326","불검출","불검출","적합"
"78","혼합제제","오카야마현","2014-04-17","210","불검출","불검출","적합"
"79","혼합제제","효고현","2014-04-23","300","불검출","불검출","적합"
"80","혼합제제","시즈오카현","2014-04-10","25","불검출","불검출","적합"
"81","소스류","오사카부","2014-05-02","3,000","불검출","불검출","적합"
"82","복합조미식품","오이타현","2014-02-26","120","불검출","불검출","적합"
"83","맥주","교토부","2014-03-18","162,832.32","불검출","불검출","적합"
"84","혼합제제","오사카부","2014-05-02","225","불검출","불검출","적합"
"85","기타천연착향료","오사카부","2014-04-16","150","불검출","불검출","적합"
"86","alpha-아밀라아제(세균성)","시가현","2014-02-13","40","불검출","불검출","적합"
"87","빵류(그외 빵류)","돗토리현","2014-04-18","2,671","불검출","불검출","적합"
"88","침출차","시마네현","2014-04-14","10,001.25","불검출","불검출","적합"
"89","혼합제제","오카야마현","2014-04-11","150","불검출","불검출","적합"
"90","과자(스낵과자)","이바라키현","2014-04-14","126.4","불검출","불검출","적합"
"91","심황색소(울금색소)","오사카부","2014-03-25","100","불검출","불검출","적합"
"92","카레","니가타현","2014-04-08","720","불검출","불검출","적합"
"93","카레","니가타현","2014-04-08","720","불검출","불검출","적합"
"94","카레","니가타현","2014-04-08","432","불검출","불검출","적합"
"95","카레","니가타현","2014-04-09","960","불검출","불검출","적합"
"96","카레","니가타현","2014-04-09","1,200","불검출","불검출","적합"
"97","카레","니가타현","2014-02-12","360","불검출","불검출","적합"
"98","두류가공품","오사카부","2013-09-19","5,025","불검출","불검출","적합"
"99","소스류","효고현","2014-05-01","2,570","불검출","불검출","적합"
"100","소스류","군마현","2014-04-21","3,450","불검출","불검출","적합"
"101","혼합제제","사이타마현","2013-11-29","480","불검출","불검출","적합"
"102","캔디류(사탕)","가나가와현","2014-03-28","976.8","불검출","불검출","적합"
"103","즉석조리식품","나가노현","2014-04-02","1,382.4","불검출","불검출","적합"
"104","과자(스낵과자)","아이치현","2014-04-22","207","불검출","불검출","적합"
"105","소스류","에히메현","2014-07-23","384","불검출","불검출","적합"
"106","과자(비스킷)","아이치현","2014-04-14","273.6","불검출","불검출","적합"
"107","캔디류(사탕)","아이치현","2014-04-15","300","불검출","불검출","적합"
"108","캔디류(양갱)","아이치현","2014-03-27","864","불검출","불검출","적합"
"109","탄산음료","오사카부","2014-03-19","1,800","불검출","불검출","적합"
"110","당류가공품","오카야마현","2014-03-26","400","불검출","불검출","적합"
