"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"19","캔디류(젤리)","나가노현","2014-03-02","165.6","불검출","불검출","적합"
"20","된장","나가노현","2014-04-17","2,160","불검출","불검출","적합"
"21","혼합제제","와카야마현","2014-04-14","30","불검출","불검출","적합"
"22","캔디류(사탕)","아이치현","2014-04-15","288","불검출","불검출","적합"
"23","혼합제제","와카야마현","2014-04-14","60","불검출","불검출","적합"
"24","혼합제제","와카야마현","2014-04-15","30","불검출","불검출","적합"
"25","혼합제제","와카야마현","2014-04-15","30","불검출","불검출","적합"
"26","국수","아이치현","2014-04-11","2,217.6","불검출","불검출","적합"
"27","건어포류","에히메현","2014-04-04","540","불검출","불검출","적합"
"28","폴리이소부틸렌","가나가와현","2013-12-16","12,800","불검출","불검출","적합"
"29","볶은커피","미에현","2014-03-11","57.6","불검출","불검출","적합"
"30","복합조미식품","가나가와현","2014-03-06","33,520","불검출","불검출","적합"
"31","볶은커피","미에현","2014-03-13","57.6","불검출","불검출","적합"
"32","캔디류(사탕)","아이치현","2014-04-09","139.2","불검출","불검출","적합"
"33","캔디류(사탕)","시즈오카현","2014-04-16","783.36","불검출","불검출","적합"
"34","캔디류(사탕)","아이치현","2014-04-14","144","불검출","불검출","적합"
"35","맥주","오이타현","2014-03-27","49,680","불검출","불검출","적합"
"36","복합조미식품","가나가와현","2014-01-30","500","불검출","불검출","적합"
"37","복합조미식품","가나가와현","2014-01-31","700","불검출","불검출","적합"
"38","캔디류(사탕)","아이치현","2014-04-15","90","불검출","불검출","적합"
"39","트랜스글루타미나아제","가나가와현","2014-02-28","500","불검출","불검출","적합"
"40","트랜스글루타미나아제","가나가와현","2014-03-15","70","불검출","불검출","적합"
"41","고형차","효고현","2014-04-23","7,000","불검출","불검출","적합"
"42","소스류","가나가와현","2014-02-18","320","불검출","불검출","적합"
"43","과자(비스킷)","니가타현","2014-04-09","94.7","불검출","불검출","적합"
"44","과자(비스킷)","니가타현","2014-04-10","315","불검출","불검출","적합"
"45","캔디류(사탕)","아이치현","2014-04-15","230.4","불검출","불검출","적합"
"46","과자(비스킷)","니가타현","2014-04-09","72.6","불검출","불검출","적합"
"47","과자(비스킷)","아이치현","2014-04-15","1,237.5","불검출","불검출","적합"
"48","혼합제제","시즈오카현","2014-04-17","1,848","불검출","불검출","적합"
"49","향미유","사이타마현","2014-04-10","20,370","불검출","불검출","적합"
"50","혼합음료","오사카부","2014-04-26","14,850","불검출","불검출","적합"
"51","빵류(그외 빵류)","구마모토현","2014-04-21","930","불검출","불검출","적합"
"52","빵류(그외 빵류)","구마모토현","2014-04-23","700","불검출","불검출","적합"
"53","빵류(그외 빵류)","구마모토현","2014-04-21","760","불검출","불검출","적합"
"54","청주","나라현","2014-04-25","207.4","불검출","불검출","적합"
"55","드레싱","시즈오카현","2014-04-17","150","불검출","불검출","적합"
"56","드레싱","시즈오카현","2014-03-06","150","불검출","불검출","적합"
"57","커피/건조","콜롬비아","2014-04-18","17,500.4","불검출","불검출","적합"
"58","과자(스낵과자)","미에현","2014-04-08","4,462.5","불검출","불검출","적합"
"59","합성착향료","오사카부","2014-04-30","350","불검출","불검출","적합"
"60","과자(스낵과자)","미에현","2014-03-31","1,275","불검출","불검출","적합"
"61","볶은커피","아이치현","2014-03-25","193","불검출","불검출","적합"
"62","볶은커피","지바현","2014-03-14","388","불검출","불검출","적합"
"63","볶은커피","지바현","2014-03-19","376","불검출","불검출","적합"
"64","볶은커피","지바현","2014-03-17","14.2","불검출","불검출","적합"
"65","과자(크래커)","니가타현","2014-03-15","36.54","불검출","불검출","적합"
"66","청주","가가와현","2014-04-24","181.44","불검출","불검출","적합"
"67","혼합제제","오카야마현","2014-04-22","90","불검출","불검출","적합"
"68","청주","효고현","2014-04-04","90.72","불검출","불검출","적합"
