"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","29","-","-","68,248","-","-","-"
"1","활가리비","홋카이도","2016-05-18","3,025","불검출","불검출","적합"
"2","활가리비","홋카이도","2016-05-18","7,000","불검출","불검출","적합"
"3","활가리비","홋카이도","2016-05-18","7,500","불검출","불검출","적합"
"4","활문어","홋카이도","2016-05-18","1,808","불검출","불검출","적합"
"5","활가리비","홋카이도","2016-05-18","5,880","불검출","불검출","적합"
"6","냉장홍어","홋카이도","2016-05-18","2,248","불검출","불검출","적합"
"7","냉장갈치","와카야마현","2016-05-18","2,096","불검출","불검출","적합"
"8","냉장갈치","히로시마현","2016-05-18","380","불검출","불검출","적합"
"9","냉장명태","홋카이도","2016-05-18","1,260","불검출","불검출","적합"
"10","냉장갈치","와카야마현","2016-05-18","1,072","불검출","불검출","적합"
"11","냉장갈치","야마구치현","2016-05-18","730","불검출","불검출","적합"
"12","냉장갈치","후쿠오카현","2016-05-18","584","불검출","불검출","적합"
"13","냉장갈치","와카야마현","2016-05-18","1,440","불검출","불검출","적합"
"14","활돔(돌돔)","나가사키현","2016-05-18","669","불검출","불검출","적합"
"15","냉장갈치","히로시마현","2016-05-18","425","불검출","불검출","적합"
"16","냉장돔(황돔)","후쿠오카현","2016-05-18","120","불검출","불검출","적합"
"17","냉장홍어","홋카이도","2016-05-18","11,392","불검출","불검출","적합"
"18","냉장갈치","히로시마현","2016-05-18","1,110","불검출","불검출","적합"
"19","활장어(붕장어)","나가사키현","2016-05-18","113","불검출","불검출","적합"
"20","냉장갈치","와카야마현","2016-05-18","840","불검출","불검출","적합"
"21","냉장갈치","에히메현","2016-05-18","1,250","불검출","불검출","적합"
"22","냉장민어(수조기)","가가와현","2016-05-18","72","불검출","불검출","적합"
"23","냉장갈치","와카야마현","2016-05-18","864","불검출","불검출","적합"
"24","활꼬막(새꼬막)","사가현","2016-05-18","2,900","불검출","불검출","적합"
"25","냉장갈치","에히메현","2016-05-18","352","불검출","불검출","적합"
"26","활가리비","홋카이도","2016-05-18","6,999","불검출","불검출","적합"
