"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","24","-","-","64,723","-","-","-"
"1","냉동남방참다랑어","태평양","2016-05-19","4,035","불검출","불검출","적합"
"2","냉동황새치(F,횟감)","시즈오카현","2016-05-19","1,648.8","불검출","불검출","적합"
"3","냉동화살오징어","야마구치현","2016-05-19","120","불검출","불검출","적합"
"4","활가리비","홋카이도","2016-05-19","6,930","불검출","불검출","적합"
"5","활가리비","홋카이도","2016-05-19","7,020","불검출","불검출","적합"
"6","활게(참게)","야마구치현","2016-05-19","600","불검출","불검출","적합"
"7","냉장명태","홋카이도","2016-05-19","1,806","불검출","불검출","적합"
"8","냉장갈치","후쿠오카현","2016-05-19","328","불검출","불검출","적합"
"9","활돔(돌돔)","나가사키현","2016-05-19","1,269","불검출","불검출","적합"
"10","냉장갑오징어","후쿠오카현","2016-05-19","752","불검출","불검출","적합"
"11","냉장갈치","야마구치현","2016-05-19","760","불검출","불검출","적합"
"12","냉장갈치","에히메현","2016-05-19","376","불검출","불검출","적합"
"13","냉장명태","홋카이도","2016-05-19","1,800","불검출","불검출","적합"
"14","냉장갈치","히로시마현","2016-05-19","760","불검출","불검출","적합"
"15","냉장명태","홋카이도","2016-05-19","1,260","불검출","불검출","적합"
"16","냉장홍어","홋카이도","2016-05-19","377","불검출","불검출","적합"
"17","냉장명태","홋카이도","2016-05-19","1,800","불검출","불검출","적합"
"18","냉장명태","홋카이도","2016-05-19","1,272","불검출","불검출","적합"
"19","냉장갈치","에히메현","2016-05-19","650","불검출","불검출","적합"
"20","활가리비","홋카이도","2016-05-19","6,978","불검출","불검출","적합"
"21","활가리비","홋카이도","2016-05-19","7,124","불검출","불검출","적합"
"22","활장어(먹장어)","나가사키현","2016-05-19","3,012","불검출","불검출","적합"
"23","활가리비","홋카이도","2016-05-19","7,018","불검출","불검출","적합"
"24","활가리비","홋카이도","2016-05-19","7,027","불검출","불검출","적합"
