"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","49","-","-","178,153","-","-","-"
"1","활장어(먹장어)","나가사키현","2016-05-17","1,700","불검출","불검출","적합"
"2","활돔(참돔)","에히메현","2016-05-17","5,284","불검출","불검출","적합"
"3","활돔(참돔)","에히메현","2016-05-17","3,835","불검출","불검출","적합"
"4","활돔(참돔)","에히메현","2016-05-17","7,491","불검출","불검출","적합"
"5","활돔(참돔)","에히메현","2016-05-17","19,884","불검출","불검출","적합"
"6","활돔(참돔)","에히메현","2016-05-17","7,523","불검출","불검출","적합"
"7","냉동돔(참돔)","나가사키현","2016-05-17","24,000","불검출","불검출","적합"
"8","냉동멸치","가고시마현","2016-05-17","13,965","불검출","불검출","적합"
"9","활가리비","홋카이도","2016-05-17","7,087","불검출","불검출","적합"
"10","활돔(벵에돔)","오이타현","2016-05-17","789","불검출","불검출","적합"
"11","활돔(돌돔)","나가사키현","2016-05-17","490","불검출","불검출","적합"
"12","냉장갈치","와카야마현","2016-05-17","3,024","불검출","불검출","적합"
"13","냉장명태","홋카이도","2016-05-17","1,550","불검출","불검출","적합"
"14","냉장홍어","홋카이도","2016-05-17","1,478","불검출","불검출","적합"
"15","냉장갈치","에히메현","2016-05-17","3,210","불검출","불검출","적합"
"16","냉장갈치","와카야마현","2016-05-17","1,784","불검출","불검출","적합"
"17","냉장돔(참돔)","후쿠오카현","2016-05-17","150","불검출","불검출","적합"
"18","냉장민어(수조기)","가가와현","2016-05-17","323","불검출","불검출","적합"
"19","냉장명태","홋카이도","2016-05-17","3,530","불검출","불검출","적합"
"20","냉장갈치","에히메현","2016-05-17","430","불검출","불검출","적합"
"21","냉장돔(감성돔)","후쿠오카현","2016-05-17","195","불검출","불검출","적합"
"22","냉장갈치","와카야마현","2016-05-17","4,568","불검출","불검출","적합"
"23","냉장돔(감성돔)","와카야마현","2016-05-17","336","불검출","불검출","적합"
"24","냉장돔(황돔)","야마구치현","2016-05-17","95","불검출","불검출","적합"
"25","냉장홍어","야마구치현","2016-05-17","220","불검출","불검출","적합"
"26","냉장돔(황돔)","야마구치현","2016-05-17","125","불검출","불검출","적합"
