"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"14","캔디류(사탕)","도야마현","2016-01-02","140","불검출","불검출","적합"
"15","초콜릿가공품","이바라키현","2016-02-02","1,598.02","불검출","불검출","적합"
"16","과자(크래커)","오사카부","2016-01-19","907.2","불검출","불검출","적합"
"17","청주","시즈오카현","2016-03-11","352.8","불검출","불검출","적합"
"18","청국장","도쿄도","2016-02-29","1,012.32","불검출","불검출","적합"
"19","청국장","도쿄도","2016-02-24","2,143.44","불검출","불검출","적합"
"20","수산물가공품","아이치현","2016-03-04","13,700","불검출","불검출","적합"
"21","수산물가공품","후쿠시마현","2016-02-05","300","불검출","불검출","적합"
"22","과·채가공품","오카야마현","2016-01-29","9,600","불검출","불검출","적합"
"23","청주","지바현","2016-03-07","108","불검출","불검출","적합"
"24","혼합제제","이바라키현","2016-03-03","140","불검출","불검출","적합"
"25","혼합제제","오카야마현","2016-02-29","210","불검출","불검출","적합"
"26","혼합제제","오카야마현","2016-02-24","255","불검출","불검출","적합"
"27","과·채가공품","오카야마현","2016-03-03","800","불검출","불검출","적합"
"28","향신료조제품","사이타마현","2016-02-01","180","불검출","불검출","적합"
"29","장류절임","훗카이도","2015-10-03","180","불검출","불검출","적합"
"30","청주","돗토리현","2016-03-10","172.8","불검출","불검출","적합"
"31","과자(스낵과자)","히로시마현","2016-03-19","160","불검출","불검출","적합"
"32","청국장","도치기현","2016-03-10","2,453.8","불검출","불검출","적합"
"33","청주","니가타현","2016-02-26","216","불검출","불검출","적합"
"34","청주","미야기현","2016-03-01","86.4","불검출","불검출","적합"
"35","청주","이시카와현","2016-03-10","21.6","불검출","불검출","적합"
"36","혼합제제","효고현","2016-03-25","34","불검출","불검출","적합"
"37","과자(스낵과자)","히로시마현","2016-03-19","81","불검출","불검출","적합"
"38","청주","야마구치현","2016-03-02","10.8","불검출","불검출","적합"
"39","청주","야마구치현","2016-03-11","172.8","불검출","불검출","적합"
"40","캔디류(사탕)","아이치현","2016-02-18","82.3","불검출","불검출","적합"
"41","청주","나라현","2016-03-11","250.56","불검출","불검출","적합"
"42","과자(스낵과자)","히로시마현","2016-03-19","77","불검출","불검출","적합"
"43","기타가공품","효고현","2016-03-23","1,000","불검출","불검출","적합"
"44","소스류","훗카이도","2016-03-28","1,000","불검출","불검출","적합"
"45","과자(스낵과자)","효고현","2016-03-16","216","불검출","불검출","적합"
"46","과자(스낵과자)","효고현","2016-03-16","324","불검출","불검출","적합"
"47","과자(크래커)","오사카부","2016-03-23","140","불검출","불검출","적합"
