"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","","-","-","42,124","-","-","-"
"1","냉동가리비
(
외투막
)","홋카이도","2016-04-18","24,000","불검출","불검출","적합"
"2","냉장명태","홋카이도","2016-04-18","2,604","불검출","불검출","적합"
"3","냉장갈치","에히메현","2016-04-18","208","불검출","불검출","적합"
"4","냉장홍어","홋카이도","2016-04-18","304","불검출","불검출","적합"
"5","냉장명태","홋카이도","2016-04-18","3,900","불검출","불검출","적합"
"6","냉장명태","홋카이도","2016-04-18","2,640","불검출","불검출","적합"
"7","냉장명태","홋카이도","2016-04-18","3,102","불검출","불검출","적합"
"8","냉장명태","홋카이도","2016-04-18","3,102","불검출","불검출","적합"
"9","냉장갈치","야마구치현","2016-04-18","290","불검출","불검출","적합"
"10","냉장홍어","야마구치현","2016-04-18","190","불검출","불검출","적합"
"11","냉장홍어","홋카이도","2016-04-18","113","불검출","불검출","적합"
"12","냉장갈치","에히메현","2016-04-18","408","불검출","불검출","적합"
"13","냉장준치","구마모토현","2016-04-18","483","불검출","불검출","적합"
"14","활게 털게(
)","홋카이도","2016-04-18","780","불검출","불검출","적합"
