"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"14","빵류(파이)","효고현","2016-03-25","212.21","불검출","불검출","적합"
"15","떡류","미야자키현","2016-03-22","360","불검출","불검출","적합"
"16","떡류","미야자키현","2016-03-22","360","불검출","불검출","적합"
"17","떡류","미야자키현","2016-03-18","360","불검출","불검출","적합"
"18","떡류","미야자키현","2016-03-16","360","불검출","불검출","적합"
"19","떡류","미야자키현","2016-03-28","360","불검출","불검출","적합"
"20","떡류","미야자키현","2016-03-31","360","불검출","불검출","적합"
"21","떡류","미야자키현","2016-03-30","360","불검출","불검출","적합"
"22","청주","아이치현","2016-03-11","275.4","불검출","불검출","적합"
"23","당류가공품","지바현","2015-08-09","98","불검출","불검출","적합"
"24","혼합제제","후쿠시마현","2016-03-16","98","불검출","불검출","적합"
"25","청주","아이치현","2016-02-19","108","불검출","불검출","적합"
"26","고형차","후쿠오카현","2016-03-28","100","불검출","불검출","적합"
"27","백설탕","후쿠오카현","2015-12-08","100","불검출","불검출","적합"
"28","혼합제제","효고현","2016-03-30","75","불검출","불검출","적합"
"29","당류가공품","시즈오카현","2016-03-15","2,000","불검출","불검출","적합"
"30","수산물가공품","훗카이도","2016-03-28","750","불검출","불검출","적합"
"31","청주","도치기현","2016-03-02","518.4","불검출","불검출","적합"
"32","과자(스낵과자)","사이타마현","2015-11-03","2,512","불검출","불검출","적합"
"33","청주","도치기현","2016-03-16","5,616","불검출","불검출","적합"
"34","청주","도치기현","2016-03-16","1,555.2","불검출","불검출","적합"
"35","청주","도치기현","2016-03-15","3,240","불검출","불검출","적합"
"36","캔디류(사탕)","아이치현","2016-03-22","702","불검출","불검출","적합"
"37","청주","도치기현","2016-03-16","1,123.2","불검출","불검출","적합"
"38","드레싱","사가현","2016-03-24","1,350","불검출","불검출","적합"
"39","소스류","오이타현","2016-03-08","1,440","불검출","불검출","적합"
"40","향미유","사이타마현","2016-04-04","450","불검출","불검출","적합"
"41","소스류","지바현","2016-03-24","2,160","불검출","불검출","적합"
"42","캔디류(젤리)","아이치현","2016-03-18","385.2","불검출","불검출","적합"
"43","캔디류(젤리)","아이치현","2016-03-18","385.2","불검출","불검출","적합"
"44","캔디류(사탕)","아이치현","2016-03-24","180","불검출","불검출","적합"
"45","캔디류(사탕)","아이치현","2016-03-24","576","불검출","불검출","적합"
"46","캔디류(사탕)","아이치현","2016-03-24","540","불검출","불검출","적합"
"47","복합조미식품","오카야마현","2016-03-30","30","불검출","불검출","적합"
