"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"17","냉장돔 참돔(
)","와카야마현","2016-04-14","120","불검출","불검출","적합"
"18","냉장홍어","홋카이도","2016-04-14","2,208","불검출","불검출","적합"
"19","냉장대구","홋카이도","2016-04-14","700","불검출","불검출","적합"
"20","냉장명태","홋카이도","2016-04-14","3,506","불검출","불검출","적합"
"21","냉장대구","홋카이도","2016-04-14","650","불검출","불검출","적합"
"22","활가리비","홋카이도","2016-04-14","6,993","불검출","불검출","적합"
"23","냉동멸치","오사카부","2016-04-14","24,000","불검출","불검출","적합"
"24","냉동멸치","나가사키현","2016-04-14","49,500","불검출","불검출","적합"
"25","활게 참게(
)","야마구치현","2016-04-14","260","불검출","불검출","적합"
"26","냉장갈치","와카야마현","2016-04-14","2,624","불검출","불검출","적합"
"27","냉장갈치","후쿠오카현","2016-04-14","1,200","불검출","불검출","적합"
"28","냉장돔 황돔(
)","야마구치현","2016-04-14","290","불검출","불검출","적합"
"29","냉장홍어","야마구치현","2016-04-14","570","불검출","불검출","적합"
"30","활돔 돌돔(
)","가고시마현","2016-04-14","998","불검출","불검출","적합"
"31","활가리비","홋카이도","2016-04-14","6,984","불검출","불검출","적합"
"32","활게 털게(
)","홋카이도","2016-04-14","630","불검출","불검출","적합"
