"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","","-","-","110,656","-","-","-"
"1","활돔 참돔(
)","에히메현","2016-04-15","5,591","불검출","불검출","적합"
"2","활돔 벵에돔
(
)","에히메현","2016-04-15","1,611","불검출","불검출","적합"
"3","활돔 참돔(
)","나가사키현","2016-04-15","9,891","불검출","불검출","적합"
"4","활돔 참돔(
)","에히메현","2016-04-15","19,294","불검출","불검출","적합"
"5","활대합 북방대합
(
)","홋카이도","2016-04-15","764","불검출","불검출","적합"
"6","활가리비","홋카이도","2016-04-15","2,920","불검출","불검출","적합"
"7","활게 대게(
)","홋카이도","2016-04-15","469","불검출","불검출","적합"
"8","활게 왕게(
)","홋카이도","2016-04-15","214","불검출","불검출","적합"
"9","냉동병어","야마구치현","2016-04-15","1,230","불검출","불검출","적합"
"10","활장어 먹장어
(
)","후쿠이현","2016-04-15","400","불검출","불검출","적합"
"11","냉장명태","홋카이도","2016-04-15","1,848","불검출","불검출","적합"
"12","냉장갈치","와카야마현","2016-04-15","1,296","불검출","불검출","적합"
"13","냉장홍어","홋카이도","2016-04-15","1,981","불검출","불검출","적합"
"14","냉장갈치","도쿠시마현","2016-04-15","470","불검출","불검출","적합"
"15","활가리비","홋카이도","2016-04-15","7,146","불검출","불검출","적합"
"16","냉장갈치","야마구치현","2016-04-15","530","불검출","불검출","적합"
