"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"16","냉장가오리","야마구치현","2015-11-26","500","불검출","불검출","적합"
"17","냉장명태","홋카이도","2015-11-26","9,250","불검출","불검출","적합"
"18","냉장갈치","오이타현","2015-11-26","1,860","불검출","불검출","적합"
"19","냉장갈치","오이타현","2015-11-26","1,482","불검출","불검출","적합"
"20","냉장명태","홋카이도","2015-11-26","4,350","불검출","불검출","적합"
"21","냉장준치","구마모토현","2015-11-26","525","불검출","불검출","적합"
"22","냉장갈치","에히메현","2015-11-26","730","불검출","불검출","적합"
"23","냉장갈치","와카야마현","2015-11-26","64","불검출","불검출","적합"
"24","냉장병어","효고현","2015-11-26","890","불검출","불검출","적합"
"25","냉장갈치","오이타현","2015-11-26","2,070","불검출","불검출","적합"
"26","냉장갈치","에히메현","2015-11-26","1,340","불검출","불검출","적합"
"27","냉장명태","홋카이도","2015-11-26","5,000","불검출","불검출","적합"
"28","냉장갈치","오이타현","2015-11-26","1,580","불검출","불검출","적합"
"29","냉장갈치","히로시마현","2015-11-26","550","불검출","불검출","적합"
"30","냉장갈치","에히메현","2015-11-26","1,000","불검출","불검출","적합"
"31","냉장돔 참돔(
)","후쿠오카현","2015-11-26","325","불검출","불검출","적합"
"32","냉장돔 참돔(
)","야마구치현","2015-11-26","305","불검출","불검출","적합"
