"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건20","-","-","1,730,403","-","-","-"
"1","냉동꽁치","대만","2015-11-25","57,188","불검출","불검출","적합"
"2","냉동가자미
(
까지가자미
)","러시아","2015-11-25","1,032","불검출","불검출","적합"
"3","냉동꽁치","대만","2015-11-25","324,477","불검출","불검출","적합"
"4","냉동꽁치","대만","2015-11-25","101,365","불검출","불검출","적합"
"5","냉동명태","러시아","2015-11-25","448,103","불검출","불검출","적합"
"6","냉동대구","러시아","2015-11-25","9,761","불검출","불검출","적합"
"7","냉동가자미
(
까지가자미
)","러시아","2015-11-25","1,419","불검출","불검출","적합"
"8","냉동다랑어
(
눈다랑어
)","대만","2015-11-25","19,885","불검출","불검출","적합"
"9","냉동다랑어
(
눈다랑어 횟감
,F,
)","중국","2015-11-25","2,000","불검출","불검출","적합"
"10","냉동꽁치","대만","2015-11-25","62,958","불검출","불검출","적합"
"11","냉동상어
(
귀상어
)","중국","2015-11-25","11,985","불검출","불검출","적합"
"12","냉동대구","러시아","2015-11-25","486","불검출","불검출","적합"
"13","냉동대구","러시아","2015-11-25","1,404","불검출","불검출","적합"
"14","냉동꽁치","대만","2015-11-25","38,097","불검출","불검출","적합"
