"순번","품목명","제조·생산지","유통기한
(포장일자)","중량(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","","","6,933","","",""
"1","잼","덴마크","2020.09.13.","6,863","3","불검출","적합"
"2","능이/건조","중국","2018년
(생산년도)","45","2","-","적합"
"3","기타가공품","중국","2020.05.10.","25","5","불검출","적합"
