"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"80","혼합제제","효고현","2018-10-18","34","불검출","불검출","적합"
"81","혼합제제","효고현","2018-10-03","85","불검출","불검출","적합"
"82","합성향료","효고현","2018-10-19","68","불검출","불검출","적합"
"83","소주","가고시마현","2018-09-25","108","불검출","불검출","적합"
"84","소주","가고시마현","2018-09-11","86","불검출","불검출","적합"
"85","소주","가고시마현","2018-07-30","162","불검출","불검출","적합"
"86","소주","오이타현","2018-08-22","216","불검출","불검출","적합"
"87","과자","아이치현","2018-10-23","1,395","불검출","불검출","적합"
"88","캔디류","나라현","2018-10-11","4,824","불검출","불검출","적합"
"89","숙면","지바현","2018-09-26","285","불검출","불검출","적합"
"90","액상차","미에현","2018-09-28","600","불검출","불검출","적합"
"91","액상차","미에현","2018-09-22","600","불검출","불검출","적합"
"92","캔디류","나라현","2018-10-02","392","불검출","불검출","적합"
"93","캔디류","나라현","2018-10-09","2,430","불검출","불검출","적합"
"94","캔디류","나라현","2018-10-05","954","불검출","불검출","적합"
"95","유탕면","이바라키현","2018-09-28","664","불검출","불검출","적합"
"96","캔디류","아이치현","2018-09-19","864","불검출","불검출","적합"
"97","건어포","시즈오카현","2018-10-04","100","불검출","불검출","적합"
"98","당류가공품","시즈오카현","2018-10-12","1,000","불검출","불검출","적합"
"99","위스키","시즈오카현","2018-10-03","12,880","불검출","불검출","적합"
"100","천연향신료","시즈오카현","2018-04-11","500","불검출","불검출","적합"
"101","숙면","구마모토현","2018-09-26","756","불검출","불검출","적합"
"102","숙면","구마모토현","2018-10-06","612","불검출","불검출","적합"
"103","혼합제제","효고현","2018-10-19","51","불검출","불검출","적합"
"104","혼합제제","효고현","2018-10-18","17","불검출","불검출","적합"
"105","합성향료","효고현","2018-10-18","102","불검출","불검출","적합"
"106","당류가공품","시즈오카현","2018-10-12","1,000","불검출","불검출","적합"
"107","소스","후쿠이현","2018-10-06","56","불검출","불검출","적합"
"108","캔디류","나라현","2018-10-04","151","불검출","불검출","적합"
"109","혼합제제","사이타마현","2018-10-24","40","불검출","불검출","적합"
"110","카레(커리)","나가노현","2018-09-24","500","불검출","불검출","적합"
"111","초콜릿가공품","야마가타현","2018-08-27","246","불검출","불검출","적합"
"112","볶은커피","효고현","2018-10-12","240","불검출","불검출","적합"
