"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"113","볶은커피","효고현","2018-09-18","38","불검출","불검출","적합"
"114","볶은커피","효고현","2018-09-01","302","불검출","불검출","적합"
"115","볶은커피","시즈오카현","2018-10-16","480","불검출","불검출","적합"
"116","볶은커피","시즈오카현","2018-10-03","240","불검출","불검출","적합"
"117","볶은커피","효고현","2018-09-08","67","불검출","불검출","적합"
"118","볶은커피","효고현","2018-09-20","134","불검출","불검출","적합"
"119","볶은커피","시즈오카현","2018-10-04","162","불검출","불검출","적합"
"120","볶은커피","효고현","2018-09-08","67","불검출","불검출","적합"
"121","캔디류","야마구치현","2018-10-13","1,008","불검출","불검출","적합"
"122","볶은커피","시즈오카현","2018-09-20","6,000","불검출","불검출","적합"
"123","과·채가공품","오사카부","2020-06-01","1,417","불검출","불검출","적합"
"124","캔디류","야마구치현","2018-10-12","1,152","불검출","불검출","적합"
"125","청주","효고현","2018-10-30","9,216","불검출","불검출","적합"
"126","혼합제제","도쿄도","2018-08-27","1,206","불검출","불검출","적합"
"127","혼합제제","도쿄도","2018-08-20","200","불검출","불검출","적합"
"128","혼합제제","도쿄도","2018-10-15","60","불검출","불검출","적합"
"129","혼합제제","도쿄도","2018-10-15","162","불검출","불검출","적합"
"130","혼합제제","도쿄도","2018-10-15","1,060","불검출","불검출","적합"
"131","청주","효고현","2018-10-09","5,400","불검출","불검출","적합"
"132","청주","효고현","2018-10-11","5,040","불검출","불검출","적합"
"133","청주","효고현","2018-10-09","2,799","불검출","불검출","적합"
"134","청주","효고현","2018-09-27","4,666","불검출","불검출","적합"
