"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"80","캔디류","아이치현","2018-10-25","6,480","불검출","불검출","적합"
"81","캔디류","아이치현","2018-10-25","360","불검출","불검출","적합"
"82","캔디류","미에현","2018-10-16","634","불검출","불검출","적합"
"83","캔디류","미에현","2018-10-22","253","불검출","불검출","적합"
"84","캔디류","미에현","2018-10-22","296","불검출","불검출","적합"
"85","과자","아이치현","2018-10-23","1,485","불검출","불검출","적합"
"86","빵류","돗토리현","2018-10-15","1,004","불검출","불검출","적합"
"87","빵류","돗토리현","2018-10-16","372","불검출","불검출","적합"
"88","맥주","오키나와현","2018-10-24","10,090","불검출","불검출","적합"
"89","캔디류","아이치현","2018-10-26","2,520","불검출","불검출","적합"
"90","청주","이와테현","2018-10-13","259","불검출","불검출","적합"
"91","청주","이와테현","2018-10-13","259","불검출","불검출","적합"
"92","청주","니가타현","2018-09-05","72","불검출","불검출","적합"
"93","소주","미야자키현","2018-09-13","173","불검출","불검출","적합"
"94","청주","니가타현","2018-10-02","43","불검출","불검출","적합"
"95","소스","에히메현","2018-10-24","2,160","불검출","불검출","적합"
"96","소스","에히메현","2018-10-26","2,388","불검출","불검출","적합"
"97","소스","에히메현","2018-10-26","2,160","불검출","불검출","적합"
"98","곡류가공품","에히메현","2018-10-26","3,000","불검출","불검출","적합"
"99","전분가공품","에히메현","2018-10-24","12,000","불검출","불검출","적합"
"100","곡류가공품","에히메현","2018-10-25","3,400","불검출","불검출","적합"
"101","소스","지바현","2018-10-16","3,960","불검출","불검출","적합"
"102","소스","에히메현","2018-10-22","504","불검출","불검출","적합"
"103","소스","에히메현","2018-10-25","2,600","불검출","불검출","적합"
"104","소스","에히메현","2018-10-24","684","불검출","불검출","적합"
"105","건어포","도쿄도","2018-10-08","36","불검출","불검출","적합"
"106","건어포","도쿄도","2018-10-05","48","불검출","불검출","적합"
"107","과자","니가타현","2018-10-27","1,326","불검출","불검출","적합"
"108","과자","훗카이도","2018-09-26","162","불검출","불검출","적합"
"109","과자","사이타마현","2018-06-18","2,512","불검출","불검출","적합"
"110","숙면","구마모토현","2018-10-25","5,702","불검출","불검출","적합"
"111","가공두부","나가노현","2018-09-25","13,902","불검출","불검출","적합"
"112","가공두부","나가노현","2018-10-02","6,930","불검출","불검출","적합"
