"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏)","","","","","","","","",""
"합계","281","443,097","1","17","221","392,364","1","379","58","50,337"
"10.27","56","142,681","0","0","37","140,428","1","379","18","1,874"
"10.28","71","113,315","0","0","66","95,985","0","0","5","17,330"
"10.29","154","187,101","1","17","118","155,951","0","0","35","31,133"
"10.30","","","","","","","","","",""
"10.31","","","","","","","","","",""
