"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","17건","-","-","47,029","-","-","-"
"1","활돔(참돔)","구마모토현 2014-10-27","","19,381","불검출","불검출","적합"
"2","활가리비","홋카이도","2014-10-27","110","불검출","불검출","적합"
"3","활가리비","홋카이도","2014-10-27","6,700","불검출","불검출","적합"
"4","활가리비","홋카이도","2014-10-27","6,500","불검출","불검출","적합"
"5","냉장돔(황돔)","야마구치현 2014-10-27","","205","불검출","불검출","적합"
"6","냉장갈치","오이타현","2014-10-27","205","불검출","불검출","적합"
"7","냉장갈치","야마구치현 2014-10-27","","325","불검출","불검출","적합"
"8","냉장갈치","히로시마현 2014-10-27","","1,851","불검출","불검출","적합"
"9","냉장갈치","에히메현","2014-10-27","1,200","불검출","불검출","적합"
"10","냉장민어(수조기)","가가와현","2014-10-27","13","불검출","불검출","적합"
"11","냉장준치","구마모토현 2014-10-27","","252","불검출","불검출","적합"
"12","냉장갈치","에히메현","2014-10-27","968","불검출","불검출","적합"
"13","냉장명태","홋카이도","2014-10-27","1,520","불검출","불검출","적합"
"14","냉장갈치","와카야마현 2014-10-27","","3,052","불검출","불검출","적합"
"15","냉장홍어","홋카이도","2014-10-27","3,784","불검출","불검출","적합"
"16","냉동새우살","도야마현","2014-10-27","40","불검출","불검출","적합"
"17","활장어(먹장어)","야마구치현 2014-10-27","","923","불검출","불검출","적합"
