"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","13건","-","-","37,477","-","-","-"
"1","활가리비","홋카이도","2014-7-17","6,738","불검출","불검출","적합"
"2","냉장명태","홋카이도","2014-7-17","1,242","불검출","불검출","적합"
"3","냉장갈치","에히메현","2014-7-17","48","불검출","불검출","적합"
"4","냉장명태","홋카이도","2014-7-17","2,376","불검출","불검출","적합"
"5","냉장명태","홋카이도","2014-7-17","2,376","불검출","불검출","적합"
"6","냉장홍어","홋카이도","2014-7-17","129","불검출","불검출","적합"
"7","활독가시치","나가사키현","2014-7-17","545","불검출","불검출","적합"
"8","냉동다랑어(남방참다랑어,F,횟감) 태평양","","2014-7-17","600","불검출","불검출","적합"
"9","냉동개아지살(가리비)","홋카이도","2014-7-17","1,000","불검출","불검출","적합"
"10","활가리비","홋카이도","2014-7-17","6,972","불검출","불검출","적합"
"11","활가리비","홋카이도","2014-7-17","6,984","불검출","불검출","적합"
"12","활가리비","홋카이도","2014-7-17","6,968","불검출","불검출","적합"
"13","냉동새치(황새치)","대서양","2014-7-17","1,499","불검출","불검출","적합"
