"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"19","청주","효고현","2014-05-22","1,200","불검출","불검출","적합"
"20","청주","효고현","2014-05-13","2,400","불검출","불검출","적합"
"21","수산물가공품","후쿠시마현","2014-06-19","120","불검출","불검출","적합"
"22","수산물가공품","미에현","2014-06-12","600","불검출","불검출","적합"
"23","기타발효음료","시즈오카현","2013-09-11","25","불검출","불검출","적합"
"24","과자(스낵과자)","아이치현","2014-06-18","600","불검출","불검출","적합"
"25","조미건어포류","오사카부","2014-06-01","36.4","불검출","불검출","적합"
"26","식초절임(매실절임)","야마나시현","2014-01-28","50","불검출","불검출","적합"
"27","혼합제제","이바라키현","2014-06-09","1,800","불검출","불검출","적합"
"28","과자(크래커)","오사카부","2014-06-13","160","불검출","불검출","적합"
"29","과자(크래커)","오사카부","2014-06-13","56","불검출","불검출","적합"
"30","과자(스낵과자)","구마모토현","2014-06-19","110","불검출","불검출","적합"
"31","과자(스낵과자)","구마모토현","2014-06-19","117","불검출","불검출","적합"
"32","과자(스낵과자)","히로시마현","2014-06-19","144","불검출","불검출","적합"
"33","과자(스낵과자)","히로시마현","2014-06-19","80","불검출","불검출","적합"
"34","과자(스낵과자)","효고현","2014-06-18","480","불검출","불검출","적합"
"35","캔디류(양갱)","아이치현","2014-06-10","101","불검출","불검출","적합"
"36","캔디류(사탕)","미에현","2014-06-25","320","불검출","불검출","적합"
"37","캔디류(사탕)","아이치현","2014-05-20","168","불검출","불검출","적합"
"38","캔디류(사탕)","아이치현","2014-06-10","168","불검출","불검출","적합"
"39","청주","도치기현","2014-06-16","9,547.2","불검출","불검출","적합"
"40","캔디류(캐러멜)","나라현","2014-06-20","1,092","불검출","불검출","적합"
"41","캔디류(캐러멜)","나라현","2014-06-18","912","불검출","불검출","적합"
"42","청주","도치기현","2014-06-13","460.8","불검출","불검출","적합"
"43","캔디류(캐러멜)","나라현","2014-06-20","900","불검출","불검출","적합"
"44","청주","도치기현","2014-06-17","1,123.2","불검출","불검출","적합"
"45","캔디류(캐러멜)","나라현","2014-06-19","682","불검출","불검출","적합"
"46","카레","나가노현","2014-04-21","188","불검출","불검출","적합"
"47","청주","도치기현","2014-06-03","518.4","불검출","불검출","적합"
"48","청주","도치기현","2014-06-04","1,036.8","불검출","불검출","적합"
"49","청주","도치기현","2014-06-10","2,332.8","불검출","불검출","적합"
"50","청주","도치기현","2014-06-17","3,110.4","불검출","불검출","적합"
"51","기타천연착향료","오사카부","2014-07-04","75","불검출","불검출","적합"
"52","청주","효고현","2014-06-17","3,456","불검출","불검출","적합"
"53","청주","효고현","2014-06-17","604.8","불검출","불검출","적합"
"54","청주","효고현","2014-06-05","1,555.2","불검출","불검출","적합"
"55","청주","효고현","2014-06-09","1,152","불검출","불검출","적합"
"56","조미된장","아이치현","2014-06-10","8,510","불검출","불검출","적합"
"57","조미된장","아이치현","2014-06-11","10,210","불검출","불검출","적합"
"58","과자(비스킷)","아이치현","2014-06-09","273.6","불검출","불검출","적합"
"59","혼합제제","오사카부","2014-07-01","45","불검출","불검출","적합"
"60","양조간장","지바현","2014-05-26","9,687.6","불검출","불검출","적합"
"61","기타천연착향료","사이타마현","2014-06-24","154","불검출","불검출","적합"
"62","혼합제제","사이타마현","2014-04-11","99","불검출","불검출","적합"
"63","과자(스낵과자)","아이치현","2014-06-28","786.6","불검출","불검출","적합"
"64","혼합제제","시즈오카현","2014-05-29","1,848","불검출","불검출","적합"
"65","카레","나가노현","2014-05-28","4,455","불검출","불검출","적합"
"66","카레","나가노현","2014-06-06","4,455","불검출","불검출","적합"
"67","향신료조제품","시즈오카현","2014-05-28","3,240","불검출","불검출","적합"
"68","볶은커피","효고현","2014-05-28","84","불검출","불검출","적합"
