"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","4건","-","-","76,677","-","-","-"
"1","냉동꽁치","대만","2014-7-16","70,380","불검출","불검출","적합"
"2","냉동곤이(명태)","러시아","2014-7-16","113","불검출","불검출","적합"
"3","냉동상어(청상아리)","대만","2014-7-16","4,913","불검출","불검출","적합"
"4","냉동다랑어(눈다랑어,F,횟감) 대만","","2014-7-16","1,271","불검출","불검출","적합"
