altProducts	category	categoryEng	commentCount	globalYn	id	japanYn	koreaYn	logoUrl	memos	name	nameEng	nation	productType	tags
['나이키', '  아디다스', '  프로스펙스', ' 르까프']	패션	fashion	46	False	44	False	False	http://drive.google.com/uc?export=view&id=1KXd6k5MyBSgE60XHSapftoeBZUIDR4Z0	[]	데상트	descente	일본	GENERAL	['#스포츠', ' #패션']
['뱅앤올룹슨', ' 보스', ' 카날스']	가전제품	electric	9	False	43	False	False	http://drive.google.com/uc?export=view&id=1_6gq3q3ubowpbM0O-s6iMxU3TJjFfPYY	[]	오디오테크니카	Audio-Technica	일본	GENERAL	['#음향기기']
['프로스펙스', ' 나이키', '  아디다스', ' 르까프', ' 필라']	패션	fashion	11	False	42	False	False	http://drive.google.com/uc?export=view&id=1grA_3kOUwXUUpHarr_4hvovp5GaKvGgR	[]	아식스	asics	일본	GENERAL	['#신발', ' #런닝화']
['커버낫', ' 에스피오나지', ' 칼하트']	패션	fashion	9	False	41	False	False	http://drive.google.com/uc?export=view&id=1fxYqsMt3i8cslW4Ub0BDgKIffmTSCTM9	[]	더블탭스	wtaps	일본	GENERAL	['#의류']
['경동나비엔', '  알토엔대우', ' 대성쎌틱', ' sk매직']	가전제품	electric	37	False	40	False	False	http://drive.google.com/uc?export=view&id=1QbF-t4gCOo_yPqNkPmDvPxxTa1Y6fz4J	[]	린나이	Rinnai	일본	GENERAL	['#보일러', ' #가스가전', ' #가스기기']
['스파오', '  탑텐', '  지오다노']	패션	fashion	5	False	39	False	False	http://drive.google.com/uc?export=view&id=1OVRiHO3q_y_sST40qBFn_QkPMbDDeCdK	[]	GU	gu	일본	GENERAL	['#의류', ' #쇼핑', '  #유니클로', '  #자회사']
['엘로드', ' 데이비드', ' 타이틀리스트', ' 테일러메이드']	패션	fashion	11	False	38	False	False	https://nonojapan.s3.ap-northeast-2.amazonaws.com/mizuno.png	[]	미즈노	mizuno	일본	GENERAL	['#골프', ' #축구', ' #운동', ' #야구']
['디스', ' 레종', ' 보헴 시가']	생활	life	13	False	36	False	False	https://nonojapan.s3.ap-northeast-2.amazonaws.com/mild+seven.jpg	[]	메비우스(마일드세븐)	mild seven	일본	GENERAL	['#담배', ' #마일드', ' #뫼비우스']
['추천필요']	금융	money	34	False	35	False	False	http://drive.google.com/uc?export=view&id=1X8gOidnu-2w4osLxDzRTVfC7UlcDu-mc	[]	SBI저축은행	SBI Savings bank	일본	GENERAL	['#SBI', ' #저축은행', ' #금융']
['프리미어인', ' 라마다', ' 이비스']	기타	etc	1	False	34	False	False	http://drive.google.com/uc?export=view&id=1ipeIPgdk2a0F1SJjS5c1X6-nezNDoAk-	[]	도미인	dormy-inn	일본	GENERAL	['#호텔', ' #토요코인']
['라마다', ' 신라스테이']	기타	etc	10	False	33	False	False	http://drive.google.com/uc?export=view&id=1dDeBH1PvvUpW6Fni1TEq4Drt8v81co2m	[]	토요코인	toyoko-inn	일본	GENERAL	['#호텔', ' #도미인']
['신라스테이', ' 이비스', ' 라마다']	기타	etc	17	False	32	False	False	https://nonojapan.s3.ap-northeast-2.amazonaws.com/apa.png	[]	APA 호텔	apa hotel	일본	GENERAL	['#호텔', ' #역사왜곡', ' #극우']
['면천두견주', ' 소곡주', ' 화랑', ' 감자술']	음식	food	12	False	30	False	False	https://nonojapan.s3.ap-northeast-2.amazonaws.com/sake.jpg	[]	사케	sake	일본	GENERAL	['#술', ' #전통주']
['몬스자석패치', ' 이런시원한파스', ' 제일동전파프']	생활	life	19	False	28	False	False	https://nonojapan.s3.ap-northeast-2.amazonaws.com/coin+patch.jpg	[]	동전파스	coin patch	일본	GENERAL	['#파스', ' #동전']
['애니바디', ' 세컨스킨']	패션	fashion	14	False	25	False	False	http://drive.google.com/uc?export=view&id=1qBOzY9grlrRUbC64X-sF-gLjkHAUQnmJ	[]	유니클로 여성속옷	uniqlo	일본	GENERAL	['#속옷', ' #와이어리스']
['크리스마 화장솜', ' 소미썸 시루스']	화장품	cosmetic	12	False	23	False	False	http://drive.google.com/uc?export=view&id=1Z9Gym1V0yhU6kxLvfhIVKa5ZSIAyry0q	[]	시루콧토 화장솜	시루콧토	일본	GENERAL	['#화장솜', ' #화장품']
['예스무스', ' 프로젝트21 리얼스틱', ' 미아모아']	반려동물	pet	36	False	22	False	False	https://nonojapan.s3.ap-northeast-2.amazonaws.com/chao.jpg	[]	챠오츄르	CIAOちゅ〜る	일본	GENERAL	['#고양이', ' #간식', ' #마약']
[' 피코크 생초콜렛', ' 브리엘 생초콜렛']	음식	food	6	False	20	False	False	http://drive.google.com/uc?export=view&id=18r8pcpe2hSITXtYR3EHo0o6KSP_8CP-e	[]	로이스	royce	일본	GENERAL	['#초콜렛', ' #달다구리']
['다슈', ' 미장셴', ' 스웨거', ' 그라펜']	생활	life	4	False	19	False	False	http://drive.google.com/uc?export=view&id=19yA7NefnvSNmMFLuQmlC1p0K0zwEhD--	[]	갸스비	gatsby	일본	GENERAL	['#왁스', ' #헤어']
['오뚜기', ' 청정원']	음식	food	4	False	18	False	False	http://drive.google.com/uc?export=view&id=1L25emXjEGUvJC_Kh-mrnguGsMev5T7zu	[]	골든커리	golden curry	일본	GENERAL	['#카레', ' #음식']
['스타우브', ' 르쿠르제', ' 해피콜']	생활	life	3	False	17	False	False	http://drive.google.com/uc?export=view&id=1QeJAGbyfgD56stdnwMXYZmRqn72l_d0R	[]	버미큘라	vermicular	일본	GENERAL	['#주물냄비', ' #주방용품']
['미샤', ' 삐아', ' vdl']	화장품	cosmetic	29	False	14	False	False	http://drive.google.com/uc?export=view&id=1MPkLNR55MMl12dpe5WjnudGBAHtKeR-h	[]	키스미	kissme	일본	GENERAL	['#화장품', ' #마스카라']
['클리오', ' 에스쁘아', ' 헤라', ' 정샘물']	화장품	cosmetic	21	False	13	False	False	http://drive.google.com/uc?export=view&id=1IPaJyQbYGQkMcsBmamLWCyuOfCO79kG4	[]	나스	nars	일본	GENERAL	['#화장품', ' #컨실러', ' #쿠션']
['자바펜', ' 동아 파인테크']	사무용품	office	7	False	12	False	False	http://drive.google.com/uc?export=view&id=1EzVTPijhY0jR-ushUKle9OFc6ErXGNbK	[]	하이테크펜	hightech	일본	GENERAL	['#볼펜', ' #필기구']
['동아q노크']	사무용품	office	4	False	11	False	False	http://drive.google.com/uc?export=view&id=1R5sZFsl9EeCGK_Vy84_u02eIqOs6YpCh	[]	사라사펜	sarasa	일본	GENERAL	['#볼펜', ' #필기구']
['아이비스', ' 동아', ' 모나미', '자바펜 제트라인']	사무용품	office	33	False	10	False	False	http://drive.google.com/uc?export=view&id=1utBXZ59mLIrXH-kbbwPKEcJ4NI0KznYl	[]	제트스트림펜	jetstream	일본	GENERAL	['#볼펜', ' #사무용품']
['레스모아', ' 슈마커', ' 폴더', ' 슈펜']	패션	fashion	48	False	9	False	False	http://drive.google.com/uc?export=view&id=1SD_9VPvVRgkZYPMOYL7484sQUvWUXYnz	[]	ABC마트	ABCmart	일본	GENERAL	['#신발', ' #운동화']
['웰컴론', ' 바로크레디트']	금융	money	22	False	7	False	False	http://drive.google.com/uc?export=view&id=1a-vHUgUi8vAsVGGCeSX9jM65Lzxl63GM	[]	산와머니	sanwamoney	일본	GENERAL	['#대부업', ' #대출']
['까사미아', ' 자주', ' 자라홈']	생활	life	45	False	6	False	False	http://drive.google.com/uc?export=view&id=1ECo1Fb2PFlvSovAm-KwAHP6hdq9knj8s	[]	무인양품	muji	일본	GENERAL	['#무지', ' #무인양품', ' #후쿠시마']
['현대', ' 쌍용', ' 기아']	자동차	car	18	False	5	False	False	https://nonojapan.s3.ap-northeast-2.amazonaws.com/honda.jpg	[]	혼다	honda	일본	GENERAL	['#자동차']
