"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","88,064","-","-","-"
"1","활미꾸라지","중국","2017-04-24","18,498","불검출","불검출","적합"
"2","냉동대구(F)","러시아","2017-04-24","7,740","불검출","불검출","적합"
"3","마른멸치","스리랑카","2017-04-24","795","불검출","불검출","적합"
"4","냉동다랑어(참다
랑어,F)","튀니지","2017-04-24","9,930","불검출","불검출","적합"
"5","냉동명태(F)","러시아","2017-04-24","5,790","불검출","불검출","적합"
"6","냉동가자미(각시
가자미)","러시아","2017-04-24","22,500","불검출","불검출","적합"
"7","냉동대구(F)","러시아","2017-04-24","1,200","불검출","불검출","적합"
"8","냉 동 상 어 ( 곱 상
어)","뉴질랜드","2017-04-24","10,536","불검출","불검출","적합"
"9","냉동다랑어(눈다
랑어,목살)","대만","2017-04-24","95","불검출","불검출","적합"
"10","냉동갈치","수리남","2017-04-24","10,980","불검출","불검출","적합"
