"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","50,473","-","-","-"
"1","활돔(참돔)","에히메현","2017-04-17","6,447","불검출","불검출","적합"
"2","활돔(참돔)","에히메현","2017-04-17","13,991","불검출","불검출","적합"
"3","냉장명태","홋카이도","2017-04-17","1,188","불검출","불검출","적합"
"4","냉장홍어","홋카이도","2017-04-17","1,169","불검출","불검출","적합"
"5","냉장명태","홋카이도","2017-04-17","1,950","불검출","불검출","적합"
"6","냉동갈치","에히메현","2017-04-17","7,660","불검출","불검출","적합"
"7","냉장명태","홋카이도","2017-04-17","1,234","불검출","불검출","적합"
"8","냉장명태","홋카이도","2017-04-17","2,405","불검출","불검출","적합"
"9","냉장명태","홋카이도","2017-04-17","1,247","불검출","불검출","적합"
"10","냉장명태","홋카이도","2017-04-17","2,392","불검출","불검출","적합"
"11","냉장명태","홋카이도","2017-04-17","1,200","불검출","불검출","적합"
"12","냉장명태","홋카이도","2017-04-17","234","불검출","불검출","적합"
"13","냉장명태","홋카이도","2017-04-17","1,212","불검출","불검출","적합"
"14","냉장홍어","홋카이도","2017-04-17","498","불검출","불검출","적합"
"15","냉장명태","홋카이도","2017-04-17","234","불검출","불검출","적합"
"16","냉장명태","홋카이도","2017-04-17","1,200","불검출","불검출","적합"
"17","냉장명태","홋카이도","2017-04-17","1,764","불검출","불검출","적합"
"18","냉장홍어","홋카이도","2017-04-17","1,503","불검출","불검출","적합"
"19","활장어(먹장어)","야마구치현 2017-04-17","","2,945","불검출","불검출","적합"
