"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"36","혼합제제","오사카부","2017-04-03","75","불검출","불검출","적합"
"37","맥주","오이타현","2017-03-11","6,000","불검출","불검출","적합"
"38","맥주","오이타현","2017-03-01","22,560","불검출","불검출","적합"
"39","클로렐라제품","교토부","2017-03-27","618","불검출","불검출","적합"
"40","혼합제제","오사카부","2017-04-04","100","불검출","불검출","적합"
"41","혼합제제","오사카부","2017-04-03","50","불검출","불검출","적합"
"42","캔디류(사탕)","미에현","2017-03-24","65","불검출","불검출","적합"
"43","액상차","오사카부","2017-01-20","367","불검출","불검출","적합"
"44","빵류(케이크)","야마나시현","2017-04-01","43","불검출","불검출","적합"
"45","빵류(케이크)","야마나시현","2017-04-01","173","불검출","불검출","적합"
"46","빵류(케이크)","야마나시현","2017-04-01","86","불검출","불검출","적합"
"47","빵류(케이크)","야마나시현","2017-04-01","86","불검출","불검출","적합"
"48","빵류(케이크)","야마나시현","2017-04-01","82","불검출","불검출","적합"
"49","빵류(케이크)","야마나시현","2017-04-01","86","불검출","불검출","적합"
"50","소스류","사이타마현","2017-02-22","7,320","불검출","불검출","적합"
"51","소스류","아이치현","2016-12-12","216","불검출","불검출","적합"
"52","유탕면류","이바라키현","2017-03-09","1,107","불검출","불검출","적합"
"53","유탕면류","이바라키현","2017-03-09","756","불검출","불검출","적합"
"54","유탕면류","군마현","2017-03-01","410","불검출","불검출","적합"
"55","유탕면류","군마현","2017-03-07","292","불검출","불검출","적합"
"56","소스류","지바현","2017-01-19","432","불검출","불검출","적합"
"57","소스류","에히메현","2017-03-09","2,236","불검출","불검출","적합"
"58","소스류","에히메현","2017-03-08","1,200","불검출","불검출","적합"
"59","건어포류","에히메현","2017-03-20","160","불검출","불검출","적합"
"60","액상차","나가노현","2017-03-01","1,800","불검출","불검출","적합"
"61","액상차","시가현","2017-03-11","1,200","불검출","불검출","적합"
