"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","20건","-","-","47,865","-","-","-"
"1","활게(털게)","홋카이도","2014-5-27","500","불검출","불검출","적합"
"2","활가리비","홋카이도","2014-5-27","7,000","불검출","불검출","적합"
"3","활가리비","홋카이도","2014-5-27","6,240","불검출","불검출","적합"
"4","냉장명태","홋카이도","2014-5-27","1,908","불검출","불검출","적합"
"5","냉장홍어","홋카이도","2014-5-27","1,323","불검출","불검출","적합"
"6","냉장민어(수조기)","야마구치현","2014-5-27","183","불검출","불검출","적합"
"7","냉장갑오징어","야마구치현","2014-5-27","115","불검출","불검출","적합"
"8","냉장갈치","야마구치현","2014-5-27","395","불검출","불검출","적합"
"9","냉장갈치","와카야마현","2014-5-27","3,400","불검출","불검출","적합"
"10","냉장홍어","와카야마현","2014-5-27","7,790","불검출","불검출","적합"
"11","활돔(돌돔)","나가사키현","2014-5-27","971","불검출","불검출","적합"
"12","냉장준치","구마모토현","2014-5-27","56","불검출","불검출","적합"
"13","냉장준치","가가와현","2014-5-27","22","불검출","불검출","적합"
"14","냉장민어(수조기)","가가와현","2014-5-27","25","불검출","불검출","적합"
"15","냉장민어(수조기)","야마구치현","2014-5-27","489","불검출","불검출","적합"
"16","냉장갈치","와카야마현","2014-5-27","1,560","불검출","불검출","적합"
"17","냉동개아지살(가리비)","홋카이도","2014-5-27","4,000","불검출","불검출","적합"
"18","활꼬막","사가현","2014-5-27","2,700","불검출","불검출","적합"
"19","활꼬막(새꼬막)","사가현","2014-5-27","2,200","불검출","불검출","적합"
"20","활가리비","홋카이도","2014-5-27","6,988","불검출","불검출","적합"
