"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"19","청주","이바라키현","2014-04-03","90","불검출","불검출","적합"
"20","과자(스낵과자)","나가노현","2014-02-19","277.2","불검출","불검출","적합"
"21","혼합제제","오사카부","2014-03-28","1,320","불검출","불검출","적합"
"22","청주","교토부","2014-04-01","864","불검출","불검출","적합"
"23","청주","교토부","2014-04-01","432","불검출","불검출","적합"
"24","청주","교토부","2014-04-01","270","불검출","불검출","적합"
"25","소스류","훗카이도","2014-03-15","4,000","불검출","불검출","적합"
"26","맥주","오이타현","2014-04-10","49,680","불검출","불검출","적합"
"27","맥주","교토부","2014-04-14","80,640","불검출","불검출","적합"
"28","맥주","교토부","2014-04-07","192,276","불검출","불검출","적합"
"29","맥주","구마모토현","2014-03-11","53,756.8","불검출","불검출","적합"
"30","과자(스낵과자)","니가타현","2014-05-08","170.88","불검출","불검출","적합"
"31","소스류","교토부","2014-04-25","27,000","불검출","불검출","적합"
"32","소스류","교토부","2014-04-16","2,856","불검출","불검출","적합"
"33","소스류","교토부","2014-04-23","680","불검출","불검출","적합"
"34","소스류","교토부","2014-04-26","2,560","불검출","불검출","적합"
"35","소스류","교토부","2014-04-12","1,834","불검출","불검출","적합"
"36","소스류","교토부","2014-04-22","360","불검출","불검출","적합"
"37","소스류","교토부","2014-04-10","130","불검출","불검출","적합"
"38","맥주","오이타현","2014-04-17","49,266","불검출","불검출","적합"
"39","과자(스낵과자)","아이치현","2014-05-13","336","불검출","불검출","적합"
"40","액상차","미에현","2014-04-17","420","불검출","불검출","적합"
"41","액상차","미에현","2014-04-11","960","불검출","불검출","적합"
"42","과자(스낵과자)","아이치현","2014-03-27","31.2","불검출","불검출","적합"
"43","빵류(카스텔라)","도쿄도","2014-03-24","38.4","불검출","불검출","적합"
"44","빵류(카스텔라)","도쿄도","2014-03-24","38.4","불검출","불검출","적합"
"45","캔디류(사탕)","도야마현","2014-04-02","243.6","불검출","불검출","적합"
"46","탄산음료","아이치현","2014-03-19","900","불검출","불검출","적합"
"47","기타코코아가공품","시즈오카현","2014-03-14","78","불검출","불검출","적합"
"48","빵류(카스텔라)","사이타마현","2014-03-24","31.2","불검출","불검출","적합"
"49","곡류가공품","아이치현","2014-02-21","576","불검출","불검출","적합"
"50","당류가공품","시즈오카현","2014-03-18","80","불검출","불검출","적합"
"51","기타코코아가공품","이바라키현","2014-03-19","80","불검출","불검출","적합"
"52","빵류(카스텔라)","사이타마현","2014-03-24","64.8","불검출","불검출","적합"
"53","탄산음료","오이타현","2014-03-14","252","불검출","불검출","적합"
"54","혼합음료","오사카부","2014-04-14","360","불검출","불검출","적합"
"55","조미된장","훗카이도","2014-04-20","720","불검출","불검출","적합"
"56","된장","훗카이도","2014-04-21","560","불검출","불검출","적합"
"57","캔디류(사탕)","아이치현","2014-05-02","3,960","불검출","불검출","적합"
"58","캔디류(사탕)","아이치현","2014-05-02","2,304","불검출","불검출","적합"
"59","캔디류(사탕)","아이치현","2014-05-01","2,520","불검출","불검출","적합"
"60","캔디류(사탕)","아이치현","2014-04-22","160","불검출","불검출","적합"
"61","캔디류(젤리)","아이치현","2014-04-28","185.6","불검출","불검출","적합"
"62","과자(스낵과자)","아이치현","2014-05-02","621","불검출","불검출","적합"
"63","과자(스낵과자)","아이치현","2014-05-08","104.4","불검출","불검출","적합"
"64","풀루란","오카야마현","2014-04-08","1,000","불검출","불검출","적합"
"65","소스류","훗카이도","2014-04-08","108","불검출","불검출","적합"
"66","소스류","훗카이도","2014-04-10","192","불검출","불검출","적합"
"67","탄산칼슘","오카야마현","2014-05-09","16,000","불검출","불검출","적합"
"68","자당지방산에스테르","시가현","2014-03-31","4,800","불검출","불검출","적합"
