"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","11건","-","-","27,741","-","-","-"
"1","냉장돔(황돔)","후쿠오카현","2014-5-23","65","불검출","불검출","적합"
"2","냉장돔(황돔)","야마구치현","2014-5-23","430","불검출","불검출","적합"
"3","냉장가오리","야마구치현","2014-5-23","96","불검출","불검출","적합"
"4","활가리비","홋카이도","2014-5-23","13,564","불검출","불검출","적합"
"5","냉장준치","후쿠오카현","2014-5-23","80","불검출","불검출","적합"
"6","냉장민어(수조기)","가가와현","2014-5-23","188","불검출","불검출","적합"
"7","냉장민어(수조기)","야마구치현","2014-5-23","345","불검출","불검출","적합"
"8","냉장갈치","오이타현","2014-5-23","744","불검출","불검출","적합"
"9","활가리비","홋카이도","2014-5-23","6,598","불검출","불검출","적합"
"10","활해삼","니가타현","2014-5-23","2,010","불검출","불검출","적합"
"11","활장어(먹장어)","후쿠오카현","2014-5-23","3,621","불검출","불검출","적합"
