"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","12건","-","-","92,290","-","-","-"
"1","활돔(청황돔)","에히메현","2014-5-26","1,441","불검출","불검출","적합"
"2","활가리비","홋카이도","2014-5-26","7,000","불검출","불검출","적합"
"3","활가리비","홋카이도","2014-5-26","7,000","불검출","불검출","적합"
"4","냉동다랑어(황다랑어,F,횟감)","시즈오카현","2014-5-26","143","불검출","불검출","적합"
"5","냉장홍어","홋카이도","2014-5-26","4,018","불검출","불검출","적합"
"6","냉장갈치","에히메현","2014-5-26","360","불검출","불검출","적합"
"7","냉장준치","구마모토현","2014-5-26","238","불검출","불검출","적합"
"8","냉장명태","홋카이도","2014-5-26","2,410","불검출","불검출","적합"
"9","냉장명태","홋카이도","2014-5-26","570","불검출","불검출","적합"
"10","냉장명태","홋카이도","2014-5-26","1,850","불검출","불검출","적합"
"11","냉동숭어","미야자키현","2014-5-26","43,260","불검출","불검출","적합"
"12","냉동멸치","도야마현","2014-5-26","24,000","불검출","불검출","적합"
