"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","21건","-","-","54,440","-","-","-"
"1","냉동개아지살(가리비,포장횟감)","홋카이도","2015-3-9","6,500","불검출","불검출","적합"
"2","활돔(참돔)","나가사키현","2015-3-9","4,925","불검출","불검출","적합"
"3","활방어","나가사키현","2015-3-9","4,936","불검출","불검출","적합"
"4","활가리비","홋카이도","2015-3-9","6,500","불검출","불검출","적합"
"5","활돔(돌돔)","가나가와현","2015-3-9","300","불검출","불검출","적합"
"6","활주꾸미","사가현","2015-3-9","102","불검출","불검출","적합"
"7","활돔(돌돔)","미야자키현","2015-3-9","1,143","불검출","불검출","적합"
"8","마른해삼(자숙)","시마네현","2015-3-9","990","불검출","불검출","적합"
"9","냉장명태","홋카이도","2015-3-9","9,724","불검출","불검출","적합"
"10","냉장갈치","와카야마현","2015-3-9","2,128","불검출","불검출","적합"
"11","냉장홍어","야마구치현","2015-3-9","320","불검출","불검출","적합"
"12","냉장홍어","홋카이도","2015-3-9","1,389","불검출","불검출","적합"
"13","냉장명태","홋카이도","2015-3-9","5,226","불검출","불검출","적합"
"14","냉장홍어","홋카이도","2015-3-9","594","불검출","불검출","적합"
"15","냉장명태","홋카이도","2015-3-9","5,200","불검출","불검출","적합"
"16","냉장갈치","효고현","2015-3-9","1,008","불검출","불검출","적합"
"17","냉장갈치","와카야마현","2015-3-9","344","불검출","불검출","적합"
"18","냉장갈치","오이타현","2015-3-9","90","불검출","불검출","적합"
"19","냉장갈치","와카야마현","2015-3-9","2,071","불검출","불검출","적합"
"20","냉장갈치","구마모토현","2015-3-9","630","불검출","불검출","적합"
"21","냉장가오리","에히메현","2015-3-9","320","불검출","불검출","적합"
