"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)",""
"합계","234","555,686","0","0","169","425,741","1","175","64","129,770"
"2.11","91","217,923","0","0","67","110,720","0","0","24","107,203"
"2.12","143","337,763","0","0","102","315,021","1","175","40","22,567"
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
