"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"14","소스류","교토부","2016-01-08","740","불검출","불검출","적합"
"15","소주","미야자키현","2016-01-06","86.4","불검출","불검출","적합"
"16","청주","기후현","2016-01-05","86.4","불검출","불검출","적합"
"17","혼합제제","시가현","2016-01-22","50","불검출","불검출","적합"
"18","혼합제제","시가현","2016-01-22","25","불검출","불검출","적합"
"19","혼합제제","시가현","2016-01-14","25","불검출","불검출","적합"
"20","활성탄","오사카부","2015-09-26","1,600","불검출","불검출","적합"
"21","청주","돗토리현","2016-01-20","129.6","불검출","불검출","적합"
"22","청주","돗토리현","2016-01-20","86.4","불검출","불검출","적합"
"23","청주","돗토리현","2016-01-20","288","불검출","불검출","적합"
"24","청주","고치현","2015-11-16","43.2","불검출","불검출","적합"
"25","탄산칼슘","오카야마현","2016-01-12","18,000","불검출","불검출","적합"
"26","소스류","히로시마현","2015-12-17","660","불검출","불검출","적합"
"27","소스류","히로시마현","2015-12-16","648","불검출","불검출","적합"
"28","소스류","히로시마현","2015-12-07","528","불검출","불검출","적합"
"29","소스류","히로시마현","2015-12-17","607.68","불검출","불검출","적합"
"30","소스류","히로시마현","2016-01-13","615","불검출","불검출","적합"
"31","과자(비스킷)","니가타현","2016-01-14","162.72","불검출","불검출","적합"
"32","과자(쿠키)","니가타현","2016-01-14","249.75","불검출","불검출","적합"
"33","과자(스낵과자)","야마나시현","2016-01-15","369.6","불검출","불검출","적합"
"34","볶은커피","효고현","2016-01-13","11,760","불검출","불검출","적합"
"35","액상커피","시가현","2016-01-12","1,116","불검출","불검출","적합"
"36","액상커피","시가현","2016-01-08","1,116","불검출","불검출","적합"
"37","액상커피","시가현","2016-01-07","1,980","불검출","불검출","적합"
"38","액상커피","시가현","2016-01-14","4,500","불검출","불검출","적합"
"39","고형차","아이치현","2015-12-03","254.52","불검출","불검출","적합"
"40","과자(비스킷)","기후현","2016-01-15","108","불검출","불검출","적합"
"41","캔디류(사탕)","아이치현","2016-01-08","94.32","불검출","불검출","적합"
"42","캔디류(사탕)","아이치현","2016-01-13","94.32","불검출","불검출","적합"
"43","국수","사이타마현","2016-01-06","1,800","불검출","불검출","적합"
"44","드레싱","후쿠시마현","2016-01-14","240","불검출","불검출","적합"
"45","소스류","교토부","2015-12-09","36","불검출","불검출","적합"
"46","청주","후쿠이현","2016-01-05","216","불검출","불검출","적합"
"47","탄산음료","효고현","2016-01-08","8,215","불검출","불검출","적합"
