"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건45","-","-","178,994","-","-","-"
"1","활방어","에히메현","2016-02-12","3,142","불검출","불검출","적합"
"2","활돔 돌돔(
)","에히메현","2016-02-12","1,734","불검출","불검출","적합"
"3","활방어","에히메현","2016-02-12","17,318","불검출","불검출","적합"
"4","활가리비","홋카이도","2016-02-12","8,074","불검출","불검출","적합"
"5","활가리비","홋카이도","2016-02-12","7,050","불검출","불검출","적합"
"6","활문어","홋카이도","2016-02-12","3,600","불검출","불검출","적합"
"7","활문어","홋카이도","2016-02-12","2,600","불검출","불검출","적합"
"8","냉동기름치","태평양","2016-02-12","23,640","불검출","불검출","적합"
"9","냉장명태","홋카이도","2016-02-12","7,560","불검출","불검출","적합"
"10","냉장홍어","홋카이도","2016-02-12","1,468","불검출","불검출","적합"
"11","냉장명태","홋카이도","2016-02-12","5,880","불검출","불검출","적합"
"12","활방어","에히메현","2016-02-12","1,290","불검출","불검출","적합"
"13","활가리비","홋카이도","2016-02-12","6,980","불검출","불검출","적합"
"14","활가리비","홋카이도","2016-02-12","2,610","불검출","불검출","적합"
"15","활우렁쉥이","홋카이도","2016-02-12","5,868","불검출","불검출","적합"
"16","활우렁쉥이","홋카이도","2016-02-12","8,685","불검출","불검출","적합"
