"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"17","냉장갈치","히로시마현","2016-02-12","20","불검출","불검출","적합"
"18","냉장명태","홋카이도","2016-02-12","2,320","불검출","불검출","적합"
"19","냉장명태","홋카이도","2016-02-12","3,263","불검출","불검출","적합"
"20","냉장홍어","홋카이도","2016-02-12","2,505","불검출","불검출","적합"
"21","냉장갈치","오이타현","2016-02-12","705","불검출","불검출","적합"
"22","냉장명태","홋카이도","2016-02-12","3,263","불검출","불검출","적합"
"23","냉장준치","구마모토현","2016-02-12","273","불검출","불검출","적합"
"24","냉장준치","효고현","2016-02-12","70","불검출","불검출","적합"
"25","냉장갈치","효고현","2016-02-12","1,184","불검출","불검출","적합"
"26","냉장병어","효고현","2016-02-12","552","불검출","불검출","적합"
"27","활꼬막","사가현","2016-02-12","400","불검출","불검출","적합"
"28","활해삼","나가사키현","2016-02-12","640","불검출","불검출","적합"
"29","냉장명태","홋카이도","2016-02-12","10,916","불검출","불검출","적합"
"30","냉장갈치","와카야마현","2016-02-12","2,280","불검출","불검출","적합"
"31","냉장준치","와카야마현","2016-02-12","568","불검출","불검출","적합"
"32","냉장홍어","홋카이도","2016-02-12","8,475","불검출","불검출","적합"
"33","냉장명태","홋카이도","2016-02-12","4,560","불검출","불검출","적합"
"34","활가리비","홋카이도","2016-02-12","6,841","불검출","불검출","적합"
